,wind_mw,pem_mw,pem_bid,e_revenue,h_revenue,NPV,freq_day_0,freq_day_1,freq_day_2,freq_day_3,freq_day_4,freq_day_5,freq_day_6,freq_day_7,freq_day_8,freq_day_9,freq_day_10,freq_day_11,freq_day_12,freq_day_13,freq_day_14,freq_day_15,freq_day_16,freq_day_17,freq_day_18,freq_day_19
0,847.0,127.05,15.0,-8370107.476649641,21294334.271755327,-1552816266.5788794,0.028894872257438586,0.06354045102717835,0.4277660082146294,0.0032812851158800483,0.00045769584566362153,0.04102936609711319,0.07818222725366439,0.0008521723553689656,0.006983717699347293,0.00043990524509092573,0.027718817883930595,6.94422556745916e-05,0.017585258465490673,0.0003118068783191205,0.04942124195358319,0.12376335517804742,0.023888142937357124,0.005712751887665248,0.034069923479596136,0.07342485022187599
1,847.0,148.225,15.0,-7738663.93336428,23426149.161687996,-1561225851.617171,0.02575125063083685,0.05687250362836799,0.4274670079017982,0.004410293989215147,0.00010502937176599098,0.040526796391498705,0.07784473883841504,0.0007290823216231008,0.007275050830048695,0.0004243505665085294,0.024314589732635308,0.0023248001442109168,0.017889416017450754,0.00018727641883641734,0.0501927340157687,0.12480995470138338,0.024190861651856205,0.012066564839527914,0.03414095908518345,0.07344115615468616
2,847.0,169.4,15.0,-6992187.6294428995,25840957.860054474,-1563620386.724209,0.022988026540538224,0.04910633780165984,0.4269760411945372,0.00541687421345599,5.929658763071144e-05,0.04008865927021107,0.07711545719017551,0.0005527792197966311,0.007108760429059322,0.0003303027441487403,0.021495412925735622,0.009191300545198858,0.018713175151680438,0.0001284184749044987,0.05082411786363619,0.12526613290459665,0.024992073384013914,0.01841143265180579,0.03416465563555686,0.07303447956408654
3,847.0,190.57500000000002,15.0,-6139070.39728352,27215340.217937276,-1579988629.1209395,0.021001253311811977,0.04134108753620456,0.4266914229622375,0.00594465903954378,6.201576630656212e-05,0.03989311680457645,0.07657314150470543,0.00043696968461146994,0.006517845374867301,0.00021125112514629,0.019209037536234517,0.016197887226772217,0.019986164495531467,0.0001414218393153707,0.05093302974696832,0.12502652770326847,0.025733261853791222,0.023152786500986507,0.03373354448556917,0.07110032486518011
4,847.0,211.75,15.0,-5196319.650534672,27735538.975152355,-1607797193.9138632,0.019870720211878523,0.033632867665170485,0.4267749548854648,0.005686455937401687,0.0016408933815533365,0.04029177561223108,0.07645133725919868,0.00034070700219503966,0.006145814456027257,0.00012289729814196846,0.016880541438771546,0.023513662427105047,0.02196912699455756,0.00040514544069713345,0.050193760608469466,0.12434533344368347,0.02623866533879873,0.02516876284924594,0.0320974230374041,0.06501035610114246
5,847.0,232.925,15.0,-4188360.387232815,29803906.578619123,-1611370923.9851656,0.020588869729633735,0.030092921420332243,0.4267968030334275,0.005568166865720162,0.02709386200998459,0.04108920228171446,0.07678147179062465,0.00015587789732830144,0.011949815227017005,8.429420668185451e-05,0.01153697536128351,0.030777280277076473,0.02431998541654276,0.0007972738232910982,0.04961043066396824,0.12406130950863765,0.02660702754899905,0.02426388401095494,0.024811182801464948,0.04436202750172665
6,847.0,254.10000000000002,15.0,-3146273.3681934807,33234666.307343632,-1593975444.0767312,0.02275224925843317,0.03399192272398145,0.42694722101528615,0.008924520330194438,0.0674865253916216,0.03380649114919597,0.0784399720402444,0.0006496887811211594,0.022577953577926618,0.0035641410312305367,0.00562139124053605,0.033154233959460974,0.021322899090471775,0.0008489273849275986,0.05012728730090379,0.12565143977061718,0.02609071671383862,0.02149061145048465,0.01179699053524043,0.016387412163182135
7,847.0,275.27500000000003,15.0,-2106293.3471980197,35795002.66251166,-1589674263.4099317,0.022377709320128246,0.03577779232976402,0.4275009777395189,0.015979124133633168,0.07708143935908987,0.013224659389592696,0.07974718285429572,0.008153990512732953,0.022744494453960342,0.021889216261040637,0.00593765134453948,0.0284061915845234,0.010572011749034107,0.0029792235546100875,0.05012366739481538,0.12613724363997786,0.024488937457908807,0.01934975405814126,0.004331616099924466,0.014410799980242967
8,847.0,296.45,15.0,-1105628.5072941796,37263298.873266965,-1602365029.8634048,0.021362214146724696,0.034320490258834116,0.4269607918357043,0.019892055897697863,0.07382822994024973,0.002333957224129817,0.07877703518373884,0.01208917274684575,0.021790960172488556,0.03285921942604181,0.0040436404263739165,0.024068675144554366,0.006449755528974733,0.008447964098183195,0.049880754061133126,0.12415244733907589,0.0248029792949103,0.017404869223279624,0.0006859179077272861,0.015084336520303875
9,847.0,317.625,15.0,-176190.63372928576,38394564.22157815,-1621208344.735623,0.02089573627271799,0.0330445900993116,0.4266594523012819,0.022194423471273136,0.06288759672620899,0.00025687152402842985,0.07825688565014817,0.014295980570392105,0.01984123389403225,0.03679222904544925,0.00483484828421076,0.019061908124730496,0.006799800827536123,0.019621871832570175,0.049496329727973444,0.12416916438931827,0.02459355207489699,0.017271872772655017,0.00033638904739751395,0.015804321149566498
10,847.0,338.8,15.0,660613.1254782813,39905778.70381474,-1635774009.4597616,0.02074203056053831,0.03232131493062279,0.4266902686315456,0.02403989596396205,0.0522216322242323,0.00018910485549067876,0.07807247787094375,0.016096018815781446,0.018490031754201056,0.038133927133255544,0.006119044529721696,0.015111890673493604,0.007312391187712651,0.030359092728404664,0.04914982846259588,0.12469436845003651,0.02431760156166124,0.01773596721298551,0.00038504830799006957,0.016294563982946066
11,847.0,359.975,15.0,1395526.4644025255,41554201.63121381,-1649846976.727709,0.020759908351302928,0.03178686422011868,0.4267930907678458,0.025738727143199486,0.044205219726205384,0.00020726896616727597,0.07778727071875395,0.01767470426661882,0.018094795872401124,0.03866827137244698,0.0066324376695543865,0.012617121530626173,0.0070583195031358546,0.03865842785425141,0.048860889453218447,0.12466450196087854,0.024490982628099654,0.018263666703829753,0.00041368705954463196,0.01638419762585228
12,847.0,381.1500000000001,15.0,2029679.9306893905,42714861.67530752,-1672788428.5253625,0.0208724375367324,0.031328643455823195,0.42687418354845724,0.027414255240308587,0.03779778617842386,0.0002563693432351659,0.07737066540589047,0.019193370256144628,0.018222256549392718,0.03887588819683761,0.00660245445119545,0.01082324311354828,0.006376538428744081,0.04541624235509073,0.04857244611668799,0.12407749889230257,0.025027177447197436,0.018838866068949366,0.0004121398027230571,0.016243778305936953
13,847.0,402.32500000000005,15.0,2571228.9705324415,43498676.64567228,-1702808520.1409843,0.021060743772332528,0.030881829851208326,0.42690457506421653,0.02908326060089301,0.03228293462492664,0.0003366699338082615,0.07683751828322566,0.020706177430362405,0.01859679187883927,0.03893706810943906,0.006296583139453351,0.009315670658961297,0.005539366307034291,0.05128051997036953,0.048249264257774864,0.12309841350370745,0.025800028233233935,0.019484697200901634,0.00040177256955085646,0.015985233987323696
14,847.0,423.5,15.0,3032056.3720148006,44185509.90811894,-1735524846.1765695,0.021329696809285297,0.030406674227011585,0.4268732434547699,0.030725134470206392,0.0273957768186289,0.00044718019321377477,0.07619195496273382,0.02221012515000152,0.019100218595934776,0.0389414831309876,0.005861930966207259,0.007955303288684129,0.004673690431800913,0.05651493128641485,0.04787112004134312,0.12185946884683391,0.02673421582969261,0.02020019743402832,0.0003909333299750583,0.01565686233065481
15,847.0,127.05,17.5,-8089803.718463139,22650940.370670058,-1528149555.4048054,0.03699617232663223,0.06454253900684478,0.4248389616962269,0.002082405831827696,0.0020895662799953227,0.04119091235370768,0.07188184175270129,0.0006701694615082624,0.005657033012499012,0.00040316602339020876,0.03513004739997846,5.527846402352552e-05,0.021631974549201058,0.0006621137642043187,0.04442821613234248,0.11335797420213477,0.030902045285181996,0.005070555159977367,0.034814319755653064,0.07311962458747338
