DateTime,wind_gen_mw,wind_to_grid_mw,wind_to_batt_mw,batt_to_grid_mw,elec_revenue,lmp,soc,batt_cap
2020-02-27 10:00:00,0.999999999999988,0.0,0.999999999999988,0.0,-727.9566210045663,16.970947,3116.666666666645,572.8919582957568
2020-02-27 11:00:00,1.4416666666666562,0.0,1.4416666666666562,0.0,-727.9566210045663,-0.0,4558.333333333301,572.8919582957568
2020-02-27 12:00:00,20.849999999999994,0.0,20.849999999999994,0.0,-727.9566210045663,-0.0,25408.333333333292,572.8919582957568
2020-02-27 13:00:00,40.06666666666666,0.0,40.06666666666666,0.0,-727.9566210045663,-0.0,65474.999999999956,572.8919582957568
2020-02-27 14:00:00,51.26666666666665,0.0,51.26666666666665,0.0,-727.9566210045663,-0.0,116741.6666666666,572.8919582957568
2020-02-27 15:00:00,92.83333333333331,0.0,92.83333333333331,0.0,-727.9566210045663,-0.0,209574.9999999999,572.8919582957568
2020-02-27 16:00:00,86.31666666666665,0.0,86.31666666666665,0.0,-727.9566210045663,-0.0,295891.66666666657,572.8919582957568
2020-02-27 17:00:00,86.51666666666668,0.0,86.51666666666668,0.0,-727.9566210045663,-0.0,382408.33333333326,572.8919582957568
2020-02-27 18:00:00,133.88333333333333,0.0,133.88333333333333,0.0,-727.9566210045663,-0.0,516291.66666666657,572.8919582957568
2020-02-27 19:00:00,147.5,0.0,147.5,0.0,-727.9566210045663,-0.0,663791.6666666665,572.8919582957568
2020-02-27 20:00:00,147.20833333333331,0.0,147.20833333333331,0.0,-727.9566210045663,-0.0,810999.9999999998,572.8919582957568
2020-02-27 21:00:00,146.8583333333333,0.0,146.8583333333333,0.0,-727.9566210045663,-0.0,957858.333333333,572.8919582957568
2020-02-27 22:00:00,145.84166666666667,0.0,145.84166666666667,0.0,-727.9566210045663,-0.0,1103699.9999999998,572.8919582957568
2020-02-27 23:00:00,121.17499999999995,0.0,121.17499999999995,0.0,-727.9566210045663,-0.0,1224874.9999999998,572.8919582957568
2020-02-28 00:00:00,116.9583333333333,0.0,116.9583333333333,0.0,-727.9566210045663,-0.0,1341833.333333333,572.8919582957568
2020-02-28 01:00:00,143.11666666666665,0.0,143.11666666666665,0.0,-727.9566210045663,-0.0,1484949.9999999998,572.8919582957568
2020-02-28 02:00:00,144.74166666666662,0.0,144.74166666666662,0.0,-727.9566210045663,-0.0,1629691.6666666665,572.8919582957568
2020-02-28 03:00:00,126.67499999999995,0.0,126.67499999999995,0.0,-727.9566210045663,-0.0,1756366.6666666665,572.8919582957568
2020-02-28 04:00:00,90.86666666666667,0.0,90.86666666666667,0.0,-727.9566210045663,31.17351,1847233.3333333333,572.8919582957568
2020-02-28 05:00:00,81.63333333333333,0.0,81.63333333333333,0.0,-727.9566210045663,22.576747,1928866.6666666665,572.8919582957568
2020-02-28 06:00:00,74.525,0.0,74.525,0.0,-727.9566210045663,124.617414,2003391.6666666665,572.8919582957568
2020-02-28 07:00:00,38.11666666666667,0.0,38.11666666666667,0.0,-727.9566210045663,123.437807,2041508.3333333333,572.8919582957568
2020-02-28 08:00:00,5.749999999999987,0.0,5.749999999999987,0.0,-727.9566210045663,21.647258,2047258.3333333333,572.8919582957568
2020-02-28 09:00:00,1.16666666666666,0.0,1.16666666666666,0.0,-727.9566210045663,20.846138,2048425.0,572.8919582957568
2020-02-28 10:00:00,1.0166666666666566,0.0,1.0166666666666566,0.0,-727.9566210045663,21.116714,2049441.6666666667,572.8919582957568
2020-02-28 11:00:00,1.1333333333333226,0.0,1.1333333333333226,0.0,-727.9566210045663,20.846138,2050575.0,572.8919582957568
2020-02-28 12:00:00,0.9499999999999967,0.0,0.9499999999999967,0.0,-727.9566210045663,20.846138,2051525.0,572.8919582957568
2020-02-28 13:00:00,0.9499999999999967,0.0,0.9499999999999967,0.0,-727.9566210045663,20.846138,2052475.0,572.8919582957568
2020-02-28 14:00:00,1.16666666666666,0.0,1.16666666666666,0.0,-727.9566210045663,21.647258,2053641.6666666667,572.8919582957568
