Bus ID,Date,Hour,Minute,LMP,LMP DA
309,2020-01-07,22,0,20.646622,0.0
309,2020-01-07,23,0,0.0,0.0
309,2020-01-08,0,0,0.0,30.729141
309,2020-01-08,1,0,0.0,-0.0
309,2020-01-08,2,0,0.0,-0.0
309,2020-01-08,3,0,0.0,31.205932
309,2020-01-08,4,0,0.0,36.766731
309,2020-01-08,5,0,0.0,40.107694
309,2020-01-08,6,0,16.579344,43.508601
309,2020-01-08,7,0,17.403688,-0.0
309,2020-01-08,8,0,0.0,-0.0
309,2020-01-08,9,0,0.0,-0.0
309,2020-01-08,10,0,0.0,-0.0
309,2020-01-08,11,0,0.0,-0.0
309,2020-01-08,12,0,0.0,-0.0
309,2020-01-08,13,0,0.0,-0.0
309,2020-01-08,14,0,0.0,-0.0
309,2020-01-08,15,0,0.0,-0.0
309,2020-01-08,16,0,0.0,23.734818
309,2020-01-08,17,0,32.451804,35.051431
309,2020-01-08,18,0,34.888412,37.586541
309,2020-01-08,19,0,34.506844,34.603927
309,2020-01-08,20,0,33.8072,24.575594
309,2020-01-08,21,0,20.297688,17.948937
309,2020-01-08,22,0,16.579344,5.549988
309,2020-01-08,23,0,0.0,-0.0
309,2020-01-09,0,0,0.0,0.0
309,2020-01-09,1,0,0.0,0.0
309,2020-01-09,2,0,0.0,0.0
309,2020-01-09,3,0,0.0,0.0
309,2020-01-09,4,0,0.0,0.0
309,2020-01-09,5,0,9.70186,20.760438
309,2020-01-09,6,0,18.951566,21.843654
309,2020-01-09,7,0,30.467572,0.0
309,2020-01-09,8,0,0.0,0.0
309,2020-01-09,9,0,0.0,0.0
309,2020-01-09,10,0,0.0,0.0
309,2020-01-09,11,0,0.0,0.0
309,2020-01-09,12,0,0.0,0.0
309,2020-01-09,13,0,0.0,18.861019
309,2020-01-09,14,0,0.0,19.68943
309,2020-01-09,15,0,0.0,20.846138
309,2020-01-09,16,0,0.0,26.755559
309,2020-01-09,17,0,20.419098,27.755129
309,2020-01-09,18,0,21.843654,23.128644
309,2020-01-09,19,0,35.234466,22.755136
309,2020-01-09,20,0,21.287879,21.116714
309,2020-01-09,21,0,19.983547,18.573789
309,2020-01-09,22,0,19.034775,18.861019
309,2020-01-09,23,0,29.665824,0.0
309,2020-01-10,0,0,31.17351,0.0
309,2020-01-10,1,0,28.742776,0.0
309,2020-01-10,2,0,16.970947,0.0
309,2020-01-10,3,0,19.430296,18.573789
309,2020-01-10,4,0,19.983547,19.68943
309,2020-01-10,5,0,32.078822,21.116714
309,2020-01-10,6,0,33.768829,34.888412
309,2020-01-10,7,0,34.888412,0.0
309,2020-01-10,8,0,0.0,0.0
309,2020-01-10,9,0,0.0,0.0
309,2020-01-10,10,0,0.0,0.0
309,2020-01-10,11,0,0.0,0.0
309,2020-01-10,12,0,0.0,0.0
309,2020-01-10,13,0,0.0,0.0
309,2020-01-10,14,0,0.0,0.0
309,2020-01-10,15,0,0.0,0.0
309,2020-01-10,16,0,0.0,24.780869
309,2020-01-10,17,0,36.562012,41.883694
309,2020-01-10,18,0,35.829383,24.283535
309,2020-01-10,19,0,36.562012,35.234466
309,2020-01-10,20,0,35.520065,22.732362
309,2020-01-10,21,0,31.17351,22.732362
309,2020-01-10,22,0,29.665824,0.0
309,2020-01-10,23,0,19.034775,0.0
309,2020-01-11,0,0,28.1289,18.861019
309,2020-01-11,1,0,28.1289,19.034775
309,2020-01-11,2,0,19.034775,18.861019
309,2020-01-11,3,0,26.414329,0.0
309,2020-01-11,4,0,29.665824,19.430296
309,2020-01-11,5,0,21.116714,21.287879
309,2020-01-11,6,0,22.516066,22.96816
309,2020-01-11,7,0,23.657594,23.069973
309,2020-01-11,8,0,21.647258,23.437807
309,2020-01-11,9,0,0.0,23.069973
309,2020-01-11,10,0,0.0,26.396333
309,2020-01-11,11,0,-0.0,22.732362
309,2020-01-11,12,0,18.072542,19.034775
309,2020-01-11,13,0,0.0,0.0
309,2020-01-11,14,0,0.0,0.0
309,2020-01-11,15,0,0.0,20.419098
309,2020-01-11,16,0,-0.0,23.069973
309,2020-01-11,17,0,21.647258,23.657594
309,2020-01-11,18,0,21.116714,23.128644
309,2020-01-11,19,0,33.267626,23.437807
309,2020-01-11,20,0,33.768829,35.520065
309,2020-01-11,21,0,33.267626,34.888412
309,2020-01-11,22,0,31.17351,33.267626
309,2020-01-11,23,0,30.729141,32.451804
309,2020-01-12,0,0,31.012232,32.078822
309,2020-01-12,1,0,30.729141,31.012232
309,2020-01-12,2,0,0.0,30.729141
309,2020-01-12,3,0,0.0,-0.0
309,2020-01-12,4,0,0.0,-0.0
309,2020-01-12,5,0,28.742776,30.729141
309,2020-01-12,6,0,31.012232,32.078822
309,2020-01-12,7,0,1023.069973,-0.0
309,2020-01-12,8,0,0.0,-0.0
309,2020-01-12,9,0,0.0,-0.0
309,2020-01-12,10,0,0.0,-0.0
309,2020-01-12,11,0,-0.0,-0.0
309,2020-01-12,12,0,-0.0,-0.0
309,2020-01-12,13,0,0.0,-0.0
309,2020-01-12,14,0,0.0,-0.0
309,2020-01-12,15,0,0.0,-0.0
309,2020-01-12,16,0,0.0,21.116714
309,2020-01-12,17,0,22.96816,24.617414
309,2020-01-12,18,0,1032.461752,23.657594
309,2020-01-12,19,0,10000.0,36.766731
309,2020-01-12,20,0,10000.0,35.829383
309,2020-01-12,21,0,1027.050889,34.489041
309,2020-01-12,22,0,24.617414,32.078822
309,2020-01-12,23,0,23.069973,20.419098
309,2020-01-13,0,0,23.069973,18.861019
309,2020-01-13,1,0,18.861019,-0.0
309,2020-01-13,2,0,16.970947,-0.0
309,2020-01-13,3,0,0.0,-0.0
309,2020-01-13,4,0,0.0,18.573789
309,2020-01-13,5,0,18.861019,21.843654
309,2020-01-13,6,0,22.576747,27.050889
309,2020-01-13,7,0,10000.0,20.419098
309,2020-01-13,8,0,23.128644,18.072542
309,2020-01-13,9,0,20.400003,18.072542
309,2020-01-13,10,0,18.573789,-0.0
309,2020-01-13,11,0,15.731586,-0.0
309,2020-01-13,12,0,0.0,-0.0
309,2020-01-13,13,0,0.0,-0.0
309,2020-01-13,14,0,0.0,-0.0
309,2020-01-13,15,0,0.0,-0.0
309,2020-01-13,16,0,18.861019,23.657594
309,2020-01-13,17,0,10000.0,37.586541
309,2020-01-13,18,0,10000.0,36.766731
309,2020-01-13,19,0,41.379807,41.379807
309,2020-01-13,20,0,37.586541,35.234466
309,2020-01-13,21,0,71.612041,35.051431
309,2020-01-13,22,0,1704.078245,82.312533
309,2020-01-13,23,0,31.012232,23.625589
309,2020-01-14,0,0,31.012232,16.73208
309,2020-01-14,1,0,26.414329,0.0
309,2020-01-14,2,0,0.0,5.549988
309,2020-01-14,3,0,8.07899,16.73208
309,2020-01-14,4,0,16.579344,17.403688
309,2020-01-14,5,0,10.407437,20.967982
309,2020-01-14,6,0,15.960878,28.761603
309,2020-01-14,7,0,1669.348474,0.667031
309,2020-01-14,8,0,17.30754,0.0
309,2020-01-14,9,0,0.0,0.0
309,2020-01-14,10,0,0.0,0.0
309,2020-01-14,11,0,0.0,0.0
309,2020-01-14,12,0,0.0,0.0
309,2020-01-14,13,0,0.0,0.0
309,2020-01-14,14,0,0.0,0.0
309,2020-01-14,15,0,-0.0,0.0
309,2020-01-14,16,0,0.0,0.0
309,2020-01-14,17,0,19.68943,30.048684
309,2020-01-14,18,0,21.287879,27.274563
309,2020-01-14,19,0,20.846138,26.790897
309,2020-01-14,20,0,22.732362,23.437807
309,2020-01-14,21,0,23.206766,23.069973
309,2020-01-14,22,0,24.617414,20.846138
309,2020-01-14,23,0,22.732362,19.430296
309,2020-01-15,0,0,23.069973,30.729141
309,2020-01-15,1,0,22.732362,30.729141
309,2020-01-15,2,0,19.983547,0.0
309,2020-01-15,3,0,19.68943,0.0
309,2020-01-15,4,0,35.051431,21.287879
309,2020-01-15,5,0,33.267626,25.9087
309,2020-01-15,6,0,36.562012,25.9087
309,2020-01-15,7,0,36.562012,19.983547
309,2020-01-15,8,0,0.0,0.0
309,2020-01-15,9,0,0.0,0.0
309,2020-01-15,10,0,0.0,0.0
309,2020-01-15,11,0,-0.0,0.0
309,2020-01-15,12,0,0.0,0.0
309,2020-01-15,13,0,0.0,0.0
309,2020-01-15,14,0,-0.0,19.983547
309,2020-01-15,15,0,0.0,21.647258
309,2020-01-15,16,0,0.0,23.657594
309,2020-01-15,17,0,20.419098,30.277405
309,2020-01-15,18,0,21.843654,31.727779
309,2020-01-15,19,0,22.732362,30.277405
309,2020-01-15,20,0,22.516066,27.050889
309,2020-01-15,21,0,21.287879,25.9087
309,2020-01-15,22,0,19.983547,23.128644
309,2020-01-15,23,0,0.0,22.516066
309,2020-01-16,0,0,16.970947,23.87513
309,2020-01-16,1,0,-0.0,23.437807
309,2020-01-16,2,0,-0.0,22.732362
309,2020-01-16,3,0,0.0,20.846138
309,2020-01-16,4,0,16.970947,21.287879
309,2020-01-16,5,0,30.31046,22.732362
309,2020-01-16,6,0,32.078822,23.87513
309,2020-01-16,7,0,35.234466,20.846138
309,2020-01-16,8,0,0.0,0.0
309,2020-01-16,9,0,0.0,0.0
309,2020-01-16,10,0,0.0,0.0
309,2020-01-16,11,0,0.0,0.0
309,2020-01-16,12,0,0.0,0.0
309,2020-01-16,13,0,-0.0,0.0
309,2020-01-16,14,0,0.0,0.0
309,2020-01-16,15,0,0.0,0.0
309,2020-01-16,16,0,0.0,22.732362
309,2020-01-16,17,0,32.078822,23.128644
309,2020-01-16,18,0,34.40737,36.562012
309,2020-01-16,19,0,33.267626,35.829383
309,2020-01-16,20,0,33.768829,35.234466
309,2020-01-16,21,0,32.451804,34.489041
309,2020-01-16,22,0,26.414329,28.742776
309,2020-01-16,23,0,0.0,0.0
309,2020-01-17,0,0,0.0,28.1289
309,2020-01-17,1,0,0.0,0.0
309,2020-01-17,2,0,0.0,0.0
309,2020-01-17,3,0,0.0,0.0
309,2020-01-17,4,0,0.0,25.695876
309,2020-01-17,5,0,31.205932,33.267626
309,2020-01-17,6,0,35.829383,36.562012
309,2020-01-17,7,0,10000.0,16.73208
309,2020-01-17,8,0,-0.0,0.0
309,2020-01-17,9,0,0.0,0.0
309,2020-01-17,10,0,0.0,0.0
309,2020-01-17,11,0,0.0,0.0
309,2020-01-17,12,0,0.0,0.0
309,2020-01-17,13,0,0.0,0.0
309,2020-01-17,14,0,0.0,0.0
309,2020-01-17,15,0,0.0,0.0
309,2020-01-17,16,0,0.0,32.078822
309,2020-01-17,17,0,33.768829,36.562012
309,2020-01-17,18,0,35.651803,35.520065
309,2020-01-17,19,0,34.888412,35.051431
309,2020-01-17,20,0,21.647258,53.001844
309,2020-01-17,21,0,22.516066,34.888412
309,2020-01-17,22,0,21.287879,32.967834
309,2020-01-17,23,0,31.205932,31.17351
309,2020-01-18,0,0,19.68943,31.012232
309,2020-01-18,1,0,20.419098,19.685338
309,2020-01-18,2,0,19.983547,19.983547
309,2020-01-18,3,0,20.846138,21.647258
309,2020-01-18,4,0,21.116714,22.492854
309,2020-01-18,5,0,19.983547,23.069973
309,2020-01-18,6,0,21.116714,23.87513
309,2020-01-18,7,0,21.647258,18.861019
309,2020-01-18,8,0,0.0,0.0
309,2020-01-18,9,0,-0.0,0.0
309,2020-01-18,10,0,0.0,0.0
309,2020-01-18,11,0,0.0,0.0
309,2020-01-18,12,0,0.0,0.0
309,2020-01-18,13,0,0.0,0.0
309,2020-01-18,14,0,0.0,0.0
309,2020-01-18,15,0,0.0,20.846138
309,2020-01-18,16,0,-0.0,24.617414
309,2020-01-18,17,0,23.128644,26.429316
309,2020-01-18,18,0,24.556529,29.967837
309,2020-01-18,19,0,26.208553,27.274563
309,2020-01-18,20,0,23.87513,26.429316
309,2020-01-18,21,0,23.437807,25.758899
309,2020-01-18,22,0,23.128644,23.437807
309,2020-01-18,23,0,22.96816,23.069973
309,2020-01-19,0,0,24.617414,24.617414
309,2020-01-19,1,0,23.444698,24.617414
309,2020-01-19,2,0,23.657594,23.87513
309,2020-01-19,3,0,23.657594,23.657594
309,2020-01-19,4,0,23.657594,24.617414
309,2020-01-19,5,0,24.617414,26.429316
309,2020-01-19,6,0,26.324557,26.892495
309,2020-01-19,7,0,10000.0,20.419098
309,2020-01-19,8,0,19.983547,18.573789
309,2020-01-19,9,0,0.0,0.0
309,2020-01-19,10,0,0.0,0.0
309,2020-01-19,11,0,0.0,0.0
309,2020-01-19,12,0,0.0,0.0
309,2020-01-19,13,0,0.0,0.0
309,2020-01-19,14,0,0.0,0.0
309,2020-01-19,15,0,0.0,19.685338
309,2020-01-19,16,0,19.68943,25.9087
309,2020-01-19,17,0,27.274563,27.274563
309,2020-01-19,18,0,1036.124055,26.429316
309,2020-01-19,19,0,1031.727779,26.429316
309,2020-01-19,20,0,1030.277405,24.617414
309,2020-01-19,21,0,10000.0,22.96816
309,2020-01-19,22,0,10000.0,20.419098
309,2020-01-19,23,0,10000.0,19.983547
309,2020-01-20,0,0,20.419098,19.68943
309,2020-01-20,1,0,20.419098,0.0
309,2020-01-20,2,0,21.116411,0.0
309,2020-01-20,3,0,23.437807,0.0
309,2020-01-20,4,0,1026.429316,19.034775
309,2020-01-20,5,0,1030.277405,21.287879
309,2020-01-20,6,0,1027.050889,23.657594
309,2020-01-20,7,0,1026.429316,0.0
309,2020-01-20,8,0,19.983547,0.0
309,2020-01-20,9,0,18.861019,0.0
309,2020-01-20,10,0,19.430296,0.0
309,2020-01-20,11,0,19.430296,0.0
309,2020-01-20,12,0,19.430296,18.573789
309,2020-01-20,13,0,19.983547,19.034775
309,2020-01-20,14,0,20.419098,20.846138
309,2020-01-20,15,0,20.419098,22.516066
309,2020-01-20,16,0,19.034775,26.755559
309,2020-01-20,17,0,33.47755,33.605024
309,2020-01-20,18,0,39.602817,34.996861
309,2020-01-20,19,0,59.529422,33.582027
309,2020-01-20,20,0,34.052822,33.363066
309,2020-01-20,21,0,26.72894,26.396333
309,2020-01-20,22,0,25.162609,22.755136
309,2020-01-20,23,0,27.688737,23.069266
309,2020-01-21,0,0,24.617414,22.516066
309,2020-01-21,1,0,24.617414,22.516066
309,2020-01-21,2,0,23.87513,22.185841
309,2020-01-21,3,0,23.444698,22.516066
309,2020-01-21,4,0,24.617414,22.732362
309,2020-01-21,5,0,1027.050889,23.128644
309,2020-01-21,6,0,10000.0,24.617414
309,2020-01-21,7,0,10000.0,19.983547
309,2020-01-21,8,0,23.437807,0.0
309,2020-01-21,9,0,21.116411,0.0
309,2020-01-21,10,0,19.034775,0.0
309,2020-01-21,11,0,18.861019,0.0
309,2020-01-21,12,0,19.034775,0.0
309,2020-01-21,13,0,19.034775,0.0
309,2020-01-21,14,0,19.68943,0.0
309,2020-01-21,15,0,20.419098,18.861019
309,2020-01-21,16,0,21.116411,27.77368
309,2020-01-21,17,0,1029.81207,26.72894
309,2020-01-21,18,0,1034.443916,26.359156
309,2020-01-21,19,0,1035.862534,26.153201
309,2020-01-21,20,0,27.661052,24.249716
309,2020-01-21,21,0,1031.011769,23.110355
309,2020-01-21,22,0,26.146401,21.116714
309,2020-01-21,23,0,1026.429316,19.68943
309,2020-01-22,0,0,24.617414,19.034775
309,2020-01-22,1,0,24.617414,18.861019
309,2020-01-22,2,0,1026.429316,18.861019
309,2020-01-22,3,0,1026.429316,19.034775
309,2020-01-22,4,0,1030.277405,20.419098
309,2020-01-22,5,0,1031.727779,22.516066
309,2020-01-22,6,0,1027.274563,23.87513
309,2020-01-22,7,0,21.843654,19.685338
309,2020-01-22,8,0,0.0,0.0
309,2020-01-22,9,0,0.0,0.0
309,2020-01-22,10,0,0.0,0.0
309,2020-01-22,11,0,0.0,0.0
309,2020-01-22,12,0,0.0,0.0
309,2020-01-22,13,0,0.0,0.0
309,2020-01-22,14,0,16.970947,18.573789
309,2020-01-22,15,0,-0.0,19.430296
309,2020-01-22,16,0,19.685338,26.152887
309,2020-01-22,17,0,23.87513,26.429316
309,2020-01-22,18,0,24.617414,35.520065
309,2020-01-22,19,0,23.069973,36.562012
309,2020-01-22,20,0,22.492854,37.586541
309,2020-01-22,21,0,35.234466,33.267626
309,2020-01-22,22,0,34.40737,32.078822
309,2020-01-22,23,0,0.0,0.0
309,2020-01-23,0,0,0.0,-0.0
309,2020-01-23,1,0,0.0,33.267626
309,2020-01-23,2,0,0.0,31.205932
309,2020-01-23,3,0,0.0,-0.0
309,2020-01-23,4,0,0.0,-0.0
309,2020-01-23,5,0,23.540665,32.078822
309,2020-01-23,6,0,33.267626,35.234466
309,2020-01-23,7,0,34.19714,-0.0
309,2020-01-23,8,0,0.0,-0.0
309,2020-01-23,9,0,0.0,-0.0
309,2020-01-23,10,0,0.0,-0.0
309,2020-01-23,11,0,0.0,-0.0
309,2020-01-23,12,0,0.0,-0.0
309,2020-01-23,13,0,0.0,-0.0
309,2020-01-23,14,0,0.0,-0.0
309,2020-01-23,15,0,0.0,-0.0
309,2020-01-23,16,0,0.0,30.729141
309,2020-01-23,17,0,20.278676,40.107694
309,2020-01-23,18,0,29.665824,26.429316
309,2020-01-23,19,0,32.078822,23.128644
309,2020-01-23,20,0,32.078822,34.888412
309,2020-01-23,21,0,20.400003,19.034775
309,2020-01-23,22,0,19.68943,-0.0
309,2020-01-23,23,0,21.843654,-0.0
309,2020-01-24,0,0,18.861019,0.0
309,2020-01-24,1,0,26.414329,0.0
309,2020-01-24,2,0,26.414329,0.0
309,2020-01-24,3,0,30.729141,0.0
309,2020-01-24,4,0,32.078822,20.676785
309,2020-01-24,5,0,35.234466,32.451804
309,2020-01-24,6,0,65.947798,71.612041
309,2020-01-24,7,0,34.888412,0.0
309,2020-01-24,8,0,0.0,0.0
309,2020-01-24,9,0,-0.0,0.0
309,2020-01-24,10,0,-0.0,0.0
309,2020-01-24,11,0,0.0,0.0
309,2020-01-24,12,0,-0.0,0.0
309,2020-01-24,13,0,0.0,0.0
309,2020-01-24,14,0,0.0,0.0
309,2020-01-24,15,0,0.0,0.0
309,2020-01-24,16,0,0.0,31.205932
309,2020-01-24,17,0,20.666285,97.164335
309,2020-01-24,18,0,20.676785,140.571691
309,2020-01-24,19,0,17.948937,29.461986
309,2020-01-24,20,0,20.749443,32.078822
309,2020-01-24,21,0,31.012232,31.205932
309,2020-01-24,22,0,15.812338,23.944053
309,2020-01-24,23,0,18.861019,0.0
309,2020-01-25,0,0,31.012232,30.729141
309,2020-01-25,1,0,30.729141,31.012232
309,2020-01-25,2,0,30.729141,30.729141
309,2020-01-25,3,0,0.0,35.051431
309,2020-01-25,4,0,26.414329,33.267626
309,2020-01-25,5,0,28.742776,33.267626
309,2020-01-25,6,0,33.267626,33.267626
309,2020-01-25,7,0,30.729141,0.0
309,2020-01-25,8,0,0.0,0.0
309,2020-01-25,9,0,-0.0,0.0
309,2020-01-25,10,0,0.0,0.0
309,2020-01-25,11,0,0.0,0.0
309,2020-01-25,12,0,0.0,0.0
309,2020-01-25,13,0,0.0,0.0
309,2020-01-25,14,0,0.0,0.0
309,2020-01-25,15,0,0.0,0.0
309,2020-01-25,16,0,0.0,0.0
309,2020-01-25,17,0,-0.0,34.888412
309,2020-01-25,18,0,19.407311,34.489041
309,2020-01-25,19,0,23.734818,34.489041
309,2020-01-25,20,0,25.26164,34.489041
309,2020-01-25,21,0,22.109377,21.802074
309,2020-01-25,22,0,17.30754,17.30754
309,2020-01-25,23,0,16.579344,16.579344
309,2020-01-26,0,0,0.0,0.0
309,2020-01-26,1,0,14.576539,16.579344
309,2020-01-26,2,0,0.0,0.0
309,2020-01-26,3,0,0.0,0.0
309,2020-01-26,4,0,0.0,16.579344
309,2020-01-26,5,0,16.579344,25.695876
309,2020-01-26,6,0,17.30754,31.012232
309,2020-01-26,7,0,0.0,0.0
309,2020-01-26,8,0,0.0,0.0
309,2020-01-26,9,0,0.0,0.0
309,2020-01-26,10,0,0.0,0.0
309,2020-01-26,11,0,0.0,0.0
309,2020-01-26,12,0,0.0,0.0
309,2020-01-26,13,0,0.0,0.0
309,2020-01-26,14,0,0.0,0.0
309,2020-01-26,15,0,0.0,0.0
309,2020-01-26,16,0,0.0,0.0
309,2020-01-26,17,0,21.843654,24.617414
309,2020-01-26,18,0,23.657594,23.437807
309,2020-01-26,19,0,1661.319602,33.768829
309,2020-01-26,20,0,1661.319602,33.267626
309,2020-01-26,21,0,35.234466,31.17351
309,2020-01-26,22,0,31.17351,0.0
309,2020-01-26,23,0,0.0,0.0
309,2020-01-27,0,0,0.0,0.0
309,2020-01-27,1,0,0.0,0.0
309,2020-01-27,2,0,0.0,0.0
309,2020-01-27,3,0,0.0,0.0
309,2020-01-27,4,0,0.0,0.0
309,2020-01-27,5,0,-0.0,33.768829
309,2020-01-27,6,0,32.078822,33.768829
309,2020-01-27,7,0,1661.319602,0.0
309,2020-01-27,8,0,0.0,0.0
309,2020-01-27,9,0,0.0,0.0
309,2020-01-27,10,0,0.0,0.0
309,2020-01-27,11,0,0.0,0.0
309,2020-01-27,12,0,0.0,0.0
309,2020-01-27,13,0,0.0,0.0
309,2020-01-27,14,0,0.0,0.0
309,2020-01-27,15,0,0.0,0.0
309,2020-01-27,16,0,0.0,17.30754
309,2020-01-27,17,0,20.716345,76.560998
309,2020-01-27,18,0,29.461986,227.203015
309,2020-01-27,19,0,34.40737,34.489041
309,2020-01-27,20,0,20.929956,34.40737
309,2020-01-27,21,0,17.948937,20.760438
309,2020-01-27,22,0,0.0,0.0
