Year,Month,Day,Hour,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,2,26,9,0.014160485502360081,0.1196345889125266,0.00966155057064148,0.16097874328427939
2020,2,26,10,0.005900202292650033,0.04008676427647771,0.014049586776859505,0.11521840691427236
2020,2,26,11,0.006349741514947179,0.024673591123347095,0.012544273907910271,0.19852838121934127
2020,2,26,12,0.006743088334457181,0.028167104659408505,0.0121900826446281,0.16561551039476757
2020,2,26,13,0.006743088334457181,0.03706252867809619,0.011166863439590714,0.1139103013314646
2020,2,26,14,0.009946055293324341,0.04270429232886998,0.009228650137741046,0.13457136183134782
2020,2,26,15,0.024668464823555853,0.06681474992700122,0.019746162927981106,0.15217238962859145
2020,2,26,16,0.041975724881995954,0.12582905768990113,0.13280204643841007,0.1831464611072179
2020,2,26,17,0.018936839739267252,0.18072414799983313,0.2609307359307359,0.27005372576500813
2020,2,26,18,0.007248819959541469,0.4919179910732908,0.34216843762298305,0.45772015884139217
2020,2,26,19,0.5751854349291975,0.9291390314103366,0.3749704840613931,0.6765942536790469
2020,2,26,20,0.9736457630928299,0.9714574729904475,0.27249114521841794,0.6814646110721794
2020,2,26,21,0.9770173072600584,0.9632607516789722,0.12785320739866196,0.613162812427003
2020,2,26,22,0.967857945605754,0.956909856922371,0.047796143250688705,0.517460873627657
2020,2,26,23,0.9243088334457182,0.8952988779043091,0.04485438803620622,0.45798878766643314
2020,2,27,0,0.7289278489548213,0.8061777833395903,0.05074773711137347,0.4326092034571362
2020,2,27,1,0.2348280512474713,0.8117465482000583,0.06336088154269973,0.41714552674608735
2020,2,27,2,0.06158687345470892,0.809222875735202,0.07317001180637545,0.4832515767344079
2020,2,27,3,0.35946280062935493,0.7973762149084386,0.031719795356158986,0.5277388460640038
2020,2,27,4,0.34676331759946055,0.7901389062695532,0.01767020857929949,0.3718874094837654
2020,2,27,5,0.02641042930995729,0.514683185250073,0.06707005116096025,0.2144125204391497
2020,2,27,6,0.005731625084288604,0.15642597922662996,0.09059425423061787,0.18097407147862649
2020,2,27,7,0.006967857945605754,0.13386935302214992,0.10831365604092878,0.5395701938799347
2020,2,27,8,0.007305012362328612,0.07162224168856629,0.12549193231011413,0.7529432375613175
2020,2,27,9,0.006743088334457181,0.021253076377591457,0.17376033057851237,0.5065288483999065
2020,2,27,10,0.009721285682175769,0.014297334501313977,0.10865800865800868,0.214482597523943
2020,2,27,11,0.14059339177343222,0.007487590205648021,0.11997245179063362,0.1451646811492642
2020,2,27,12,0.27017307260058443,0.007122596254119217,0.291086186540732,0.10447325391263725
2020,2,27,13,0.34569566194650486,0.027478830350811327,0.65362062180244,0.054064470918009803
2020,2,27,14,0.6259833670487749,0.11053059692153673,0.7064344746162928,0.22761037140854942
2020,2,27,15,0.5820409080692289,0.21589913652859466,0.654702872884691,0.5028147629058631
2020,2,27,16,0.5833895257361205,0.3505089058524173,0.6197264856355765,0.7415673907965429
2020,2,27,17,0.9027871431782422,0.4138092854461269,0.6900924832743014,0.9136883905629525
2020,2,27,18,0.9946055293324342,0.4733971551328578,0.8277253049980323,0.9686872226115393
2020,2,27,19,0.9926387952348842,0.5370729570767113,0.976111767020858,0.9860079420696101
2020,2,27,20,0.9902787143178241,0.5683060109289618,0.9664600550964187,0.9229152067274001
2020,2,27,21,0.9834232411777927,0.9434259375130356,0.9813557654466746,0.4525928521373511
2020,2,27,22,0.8170937289278489,0.980895173737121,0.983461235733963,0.6738612473721093
2020,2,27,23,0.7886603731175544,0.9811245985066535,0.9213203463203462,0.9285680915673907
2020,2,28,0,0.965048325466397,0.9816251616401784,0.970503738685557,0.9741298761971502
2020,2,28,1,0.9760058440098899,0.9533120594001584,0.978866587957497,0.9677879000233591
2020,2,28,2,0.8541807147673633,0.6534121720268635,0.9463400236127509,0.7540060733473488
2020,2,28,3,0.6127219599910092,0.209694239352605,0.8634494293585203,0.1976757766876898
2020,2,28,4,0.5504607777028546,0.06080799232469862,0.41400039354584806,0.05490539593552909
2020,2,28,5,0.5025286581254214,0.07330121386559879,0.21856552538370722,0.023078719925251106
2020,2,28,6,0.2570240503483929,0.024819588703958617,0.07875836284927193,0.017122167717822937
2020,2,28,7,0.03877275792312879,0.01749885287615234,0.038046044864226684,0.03162812427003037
2020,2,28,8,0.007866936390200046,0.008374004087932256,0.011914600550964187,0.07300864284045784
2020,2,28,9,0.006855473140031466,0.006757602302590413,0.00678866587957497,0.07916374678813361
2020,2,28,10,0.0076421667790514715,0.006382179952446503,0.006227863046044863,0.011889745386591917
2020,2,28,11,0.0064059339177343225,0.0070808826596587835,0.009258166076347893,0.012602195748656857
