DateTime,wind_gen_mw,wind_to_grid_mw,wind_to_batt_mw,batt_to_grid_mw,elec_revenue,lmp,soc,batt_cap
2020-09-18 10:00:00,0.0,0.0,0.0,0.0,-727.9566210045663,19.983547,52048.50187400941,17.915702095774243
2020-09-18 11:00:00,12.299999999999995,0.0,12.299999999999995,0.0,-727.9566210045663,19.983547,64348.5018740094,17.915702095774243
2020-09-18 12:00:00,1.9999999999999907,0.0,1.9999999999999907,0.0,-727.9566210045663,19.685338000000005,66348.5018740094,17.915702095774243
2020-09-18 13:00:00,0.0,0.0,0.0,0.0,-727.9566210045663,19.983547,66348.5018740094,17.915702095774243
2020-09-18 14:00:00,0.0,0.0,0.0,0.0,-727.9566210045663,21.116714,66348.5018740094,17.915702095774243
2020-09-18 15:00:00,0.0,0.0,0.0,0.0,-727.9566210045663,21.843654,66348.5018740094,17.915702095774243
2020-09-18 16:00:00,0.0,0.0,0.0,0.0,-727.9566210045663,23.206766000000002,66348.5018740094,17.915702095774243
2020-09-18 17:00:00,5.099999999999996,5.099999999999996,0.0,17.915702095774243,-93.53479983279635,27.564739000000003,48432.79977823515,17.915702095774243
2020-09-18 18:00:00,2.8999999999999964,2.8999999999999964,0.0,17.915702095774243,1604.219071660812,112.039252,30517.09768246091,17.915702095774243
2020-09-18 19:00:00,14.399999999999999,14.399999999999999,0.0,17.915702095774243,178.1085137319884,28.037922,12601.395586686667,17.915702095774243
2020-09-18 20:00:00,33.199999999999996,27.885693490912416,5.314306509087575,0.0,-14.018172828309503,25.60232,17915.702095774242,17.915702095774243
2020-09-18 21:00:00,10.599999999999996,10.599999999999996,0.0,17.915702095774243,42.747867379103695,27.027372,0.0,17.915702095774243
2020-09-18 22:00:00,52.099999999999994,52.099999999999994,0.0,0.0,473.98897229543365,23.069973,0.0,17.915702095774243
2020-09-18 23:00:00,89.89999999999999,89.89999999999999,0.0,0.0,1185.8237010954335,21.287879,0.0,17.915702095774243
2020-09-19 00:00:00,69.09999999999998,69.09999999999998,0.0,0.0,731.2083163954336,21.116714,0.0,17.915702095774243
2020-09-19 01:00:00,82.9,64.98429790422576,17.915702095774243,0.0,551.5471636798335,19.68943,17915.702095774242,17.915702095774243
2020-09-19 02:00:00,44.1,44.1,0.0,17.915702095774243,686.2277440917361,22.80365,0.0,17.915702095774243
2020-09-19 03:00:00,54.0,54.0,0.0,0.0,335.27259899543367,19.68943,0.0,17.915702095774243
2020-09-19 04:00:00,102.6,102.6,0.0,0.0,1225.0112939954333,19.034775,0.0,17.915702095774243
2020-09-19 05:00:00,96.4,96.4,0.0,0.0,-727.9566210045663,-0.0,0.0,17.915702095774243
2020-09-19 06:00:00,102.49999999999999,102.49999999999999,0.0,0.0,-727.9566210045663,-0.0,0.0,17.915702095774243
2020-09-19 07:00:00,83.99999999999999,71.41746106218797,12.582538937812009,0.0,-727.9566210045663,-0.0,12582.538937812009,17.915702095774243
2020-09-19 08:00:00,76.7,58.78429790422576,17.915702095774243,0.0,-727.9566210045663,-0.0,30498.24103358625,17.915702095774243
2020-09-19 09:00:00,29.499999999999993,29.499999999999993,0.0,0.0,-727.9566210045663,-0.0,30498.24103358625,17.915702095774243
2020-09-19 10:00:00,32.6,32.6,0.0,0.0,-727.9566210045663,-0.0,30498.24103358625,17.915702095774243
2020-09-19 11:00:00,19.69999999999999,1.7842979042257467,17.915702095774243,0.0,-727.9566210045663,-0.0,48413.943129360494,17.915702095774243
