sim_id,Dispatch,Dispatch DA,Revenue DA,Revenue RT,Total Revenue
241,579175.074610998,332865.8512719997,6913469.442954395,28639953.521418713,35553422.964373074
242,311481.71617699956,233351.63575900026,7877325.203727071,82327779.41050577,90205104.61423281
243,604790.2421689993,307681.54965200013,5613565.515719686,48910336.93175316,54523902.44747278
244,319793.06593500014,241985.92108300002,8218640.226432145,88258353.40028329,96476993.62671505
245,617003.2510069988,267789.4573770002,4931024.841775345,67664729.96772937,72595754.8095047
246,328079.9164839998,245808.04261999956,8367086.273853231,85152603.1981632,93519689.47201625
247,611355.2216399979,252040.6998680003,4950163.52594986,67944041.7550433,72894205.2809931
248,283567.96053299936,204828.16369999992,6329555.255944599,72981970.68236886,79311525.93831356
249,518784.0807849988,313609.843252,6248058.098996812,-3612437.573385057,2635620.5256117764
250,292845.56870499987,218985.31942599986,7061105.340050466,59977149.61111904,67038254.95116956
251,531326.0045569972,277421.35206799966,5364886.6222331235,26172700.88593587,31537587.50816892
252,303797.70282699977,238432.81545199998,8366405.078410059,64912412.32142213,73278817.39983217
253,523453.4724229981,237730.92122700042,4566416.54880909,44881161.41893987,49447577.967749014
254,311181.0052769993,232958.95212700014,8276527.835847762,69737598.29751307,78014126.13336074
255,525838.7831289972,209272.69192999988,3702530.561797063,61540049.49910395,65242580.06090111
256,280492.73319000023,196551.34344099986,6340157.76387112,23363324.629049253,29703482.392920468
257,468422.8165239982,291978.73917200003,5320560.347081206,-40451189.84979111,-35130629.50270986
258,284919.8450209997,211393.34986699987,7169275.802396564,33097247.064396963,40266522.86679341
259,471096.7582969978,248242.12818000015,4376636.761853256,-3291943.7812757227,1084692.9805775313
260,284671.7122779999,215626.1564539998,7274352.617613213,29851086.903261505,37125439.520874776
261,465968.48992699856,210192.94801500012,3574277.666820808,21494021.02442037,25068298.69124113
262,295149.7740799995,234083.22057299962,7789451.1563735055,2390579.6536685075,10180030.810042042
263,459719.7694379984,188968.1220810002,3240441.9626549147,32841722.508060616,36082164.47071552
264,274202.26419,185954.64236200007,6045182.397843415,18127935.9379879,24173118.335831273
265,440488.3083049981,280556.318392,5016582.680901568,-65581231.2560901,-60564648.57518858
266,284463.4679249996,206884.74151300002,6900597.80399904,-8361323.733832634,-1460725.9298335968
267,426963.41989799915,225247.39447999984,3872030.7643582975,-21595677.900942776,-17723647.1365845
268,285792.73439899995,216495.50102400008,7576452.187165842,-34727745.79040562,-27151293.60323973
269,410051.50347599876,182714.56814699998,3230079.451523293,-11104181.054172779,-7874101.602649474
270,287092.1746379999,214681.72221300044,7404823.424334069,28237954.83492546,35642778.25925951
271,407584.00102199806,159101.9880770001,2684495.357986406,31738140.681796756,34422636.039783195
272,274771.66527799977,179322.0060890001,6037832.373621312,14154356.657770263,20192189.03139165
273,426985.95816199825,248719.02790600015,4060496.8933546687,-109087018.3521311,-105026521.45877655
274,289731.55298499967,207812.649499,7446415.381475688,-83864931.2627458,-76418515.8812702
275,425786.0438869989,203674.8674309998,3336791.6706379014,-45338027.93727359,-42001236.26663563
276,300928.8149169998,215634.52067300002,8340385.140550938,-32899444.460037287,-24559059.319486476
277,397925.4935489995,161716.83747199993,2858192.42856416,-6271970.617049656,-3413778.188485503
278,303316.7014070003,220021.2451229999,7641367.056837964,-32162661.16291567,-24521294.106077727
279,403924.23067899956,145536.82237199988,2568872.4407285815,-4768815.656523406,-2199943.2157948217
280,317580.7243929996,228437.13789699983,7490489.684432994,89071165.10981832,96561654.79425125
281,642252.2403839976,379450.26628399914,6849825.734887069,17006333.534416303,23856159.269303437
282,359537.10533899866,265631.72389099974,8292893.037435096,92425294.83414625,100718187.87158138
283,675626.6745199974,347853.7399539995,6036014.1642236775,46243960.81016762,52279974.97439137
284,366040.6301839992,277367.53885799984,8950808.7286531,84766409.16479054,93717217.89344369
285,681633.1351189984,314557.46852599987,5337587.220327104,49320048.15553712,54657635.37586428
286,363154.62987699895,255386.9130489998,8530077.968007633,120665224.93495929,129195302.90296718
287,695088.0804139976,294349.8590780002,4822266.504706562,70222028.07864879,75044294.58335546
288,309468.9994279996,219708.634927,6716999.699573047,72299466.71062328,79016466.41019641
289,584241.3836889981,354141.64089299977,6683412.246410649,-11111794.64279919,-4428382.396388527
290,332439.607594,256576.13470199998,8248286.282666032,41263175.42570258,49511461.70836846
291,608914.5079419988,324094.2723310003,5437405.349387469,27588682.27885812,33026087.62824564
292,344999.35797399946,270108.42370799975,9351966.696071818,64435995.682366855,73787962.37843864
293,607109.8953829993,276748.95132099965,4630976.8023417145,15399333.890191456,20030310.692533158
294,349212.6090730004,270856.0193819997,9294549.687643135,81460187.88148898,90754737.569132
295,599090.2499929983,251297.98982600003,4268563.57342028,47061729.34791077,51330292.92133095
296,304204.65399300033,216132.23830800026,6652695.52878543,40520133.171623774,47172828.700409256
297,529365.5835039979,329644.1194259999,5712157.009331605,-61937616.023645476,-56225459.01431382
298,306182.4287789995,229313.55193700007,7085224.490175801,-8578493.266770061,-1493268.77659426
299,540000.2791869971,294135.88876,4842682.322010397,5292648.434718079,10135330.75672845
300,323442.2891579999,258677.70484400043,8526124.22138905,17530283.388710897,26056407.610099964
301,534337.4022549978,243776.40056199985,3976007.6950974762,16026319.243019857,20002326.93811737
302,326784.02522999997,242424.12203799988,7765919.050158196,32603976.758370932,40369895.80852916
303,512585.67380599753,217815.338621,3729854.904334735,30864393.95262435,34594248.85695908
304,289680.17833400035,203596.3635109999,7005589.481327728,16075120.824324729,23080710.305652466
305,485475.6344919971,303524.3672959995,5015378.8171201,-68975152.40391447,-63959773.58679427
306,295219.5367829999,212604.71717400016,6954983.818658944,-13932590.154040199,-6977606.335381248
307,478868.56931599847,248487.3993010001,4013686.5338543006,-11527414.298112027,-7513727.764257729
308,300041.09940900013,222503.71794200013,7661705.51871679,-41775637.892118625,-34113932.37340167
309,468398.738152999,210143.567173,3362377.390426368,-16446206.056498867,-13083828.666072423
310,313753.10826900066,232906.48485499976,7950399.53142518,-29365190.71673121,-21414791.18530603
311,444902.2324069979,183116.49193700028,2948135.1247911346,3006233.656598703,5954368.781389884
312,297412.7365059999,188477.69999700013,5855361.934944559,-16395293.48913811,-10539931.554193597
313,496743.7735639986,279475.05190599995,4044272.2755034156,-131315536.27518053,-127271263.999677
314,319264.74630500004,208305.77758999998,7091342.866970237,-41665517.84701801,-34574174.98004762
315,487043.527562998,227773.18765099972,3496678.4080983633,-81580145.64158717,-78083467.23348886
316,329451.2800180001,225136.12784399992,7806786.718044301,-69652655.77416708,-61845869.05612271
317,439736.56133299833,173756.40573599978,2660342.211725757,-20179633.207179997,-17519290.995454248
318,352277.97617699916,255962.04347699994,9635469.208669744,-44063435.349936634,-34427966.141267024
319,445035.15281599836,155594.56901999997,2436611.1295313765,-22384543.86043316,-19947932.730901837
320,353426.53572299966,258968.32235200008,7603202.854797352,97857448.26651834,105460651.1213158
321,711681.0782479971,427040.55575800047,7557019.891772231,24232112.315915212,31789132.207687505
322,389188.51890699967,297454.55139799963,9152573.591841169,84587764.9882073,93740338.58004846
323,752334.3969129969,398377.98567299993,6864914.671230615,53106261.868650936,59971176.5398816
