1&0.03&0.042&-0.021&-0.001&0.62&0.12&0.024&0.69&-0.08
0.03&1&0.025&0.006&-0.02&-0.064&-0.005&0.078&-0.046&0.11
0.042&0.025&1&-0.017&-0.038&-0.053&0.031&0.012&-0.046&0.017
-0.021&0.006&-0.017&1&0.033&0.062&0.014&-0.13&0.029&-0.17
-0.001&-0.02&-0.038&0.033&1&0.019&-0.007&-0.07&0.003&-0.054
0.62&-0.064&-0.053&0.062&0.019&1&-0.18&0.065&-0.79&0.26
0.12&-0.005&0.031&0.014&-0.007&-0.18&1&0.045&-0.16&0.1
0.024&0.078&0.012&-0.13&-0.07&0.065&0.045&1&-0.049&-0.62
0.69&-0.046&-0.046&0.029&0.003&-0.79&-0.16&-0.049&1&0.1
-0.08&0.11&0.017&-0.17&-0.054&0.26&0.1&-0.62&0.1&1
