"Eastern Date Hour","Gen Name","Gen PTID","DAM Gen LBMP","DAM Gen Losses","DAM Gen Congestion","DAM Gen Price Version"
"2020/01/27 19:00:00","NINE_MILE_2","23744","17.86","-0.51","-0.32","1"
"2020/01/27 20:00:00","GINNA____","23603","16.42","-0.77","-0.36","1"
"2020/01/27 20:00:00","INDIAN POINT___2","23530","21.57","1.73","-2.99","1"
"2020/01/27 20:00:00","INDIAN POINT___3","23531","21.59","1.72","-3.03","1"
"2020/01/27 20:00:00","NINE_MILE_1","23575","16.58","-0.45","-0.19","1"
"2020/01/27 20:00:00","NINE_MILE_2","23744","16.58","-0.45","-0.19","1"
"2020/01/27 21:00:00","GINNA____","23603","14.96","-0.73","-0.39","1"
"2020/01/27 21:00:00","INDIAN POINT___2","23530","20.11","1.55","-3.26","1"
"2020/01/27 21:00:00","INDIAN POINT___3","23531","20.16","1.55","-3.31","1"
"2020/01/27 21:00:00","NINE_MILE_1","23575","15.1","-0.41","-0.21","1"
"2020/01/27 21:00:00","NINE_MILE_2","23744","15.1","-0.41","-0.21","1"
"2020/01/27 22:00:00","GINNA____","23603","13.39","-0.7","-0.42","1"
"2020/01/27 22:00:00","INDIAN POINT___2","23530","18.46","1.31","-3.48","1"
"2020/01/27 22:00:00","INDIAN POINT___3","23531","18.49","1.3","-3.53","1"
"2020/01/27 22:00:00","NINE_MILE_1","23575","13.59","-0.3","-0.22","1"
"2020/01/27 22:00:00","NINE_MILE_2","23744","13.59","-0.3","-0.22","1"
"2020/01/27 23:00:00","GINNA____","23603","10.85","-0.52","-0.79","1"
"2020/01/27 23:00:00","INDIAN POINT___2","23530","18.03","0.89","-6.56","1"
"2020/01/27 23:00:00","INDIAN POINT___3","23531","18.11","0.88","-6.65","1"
"2020/01/27 23:00:00","NINE_MILE_1","23575","10.8","-0.2","-0.42","1"
"2020/01/27 23:00:00","NINE_MILE_2","23744","10.8","-0.2","-0.42","1"
"2020/01/28 00:00:00","GINNA____","23603","11.5","-0.44","-0.7","1"
"2020/01/28 00:00:00","INDIAN POINT___2","23530","17.99","0.9","-5.85","1"
"2020/01/28 00:00:00","INDIAN POINT___3","23531","18.05","0.89","-5.93","1"
"2020/01/28 00:00:00","NINE_MILE_1","23575","11.42","-0.19","-0.38","1"
"2020/01/28 00:00:00","NINE_MILE_2","23744","11.42","-0.19","-0.38","1"
"2020/01/28 01:00:00","GINNA____","23603","10.78","-0.46","-0.65","1"
"2020/01/28 01:00:00","INDIAN POINT___2","23530","16.82","0.83","-5.41","1"
"2020/01/28 01:00:00","INDIAN POINT___3","23531","16.9","0.83","-5.48","1"
"2020/01/28 01:00:00","NINE_MILE_1","23575","10.75","-0.19","-0.35","1"
"2020/01/28 01:00:00","NINE_MILE_2","23744","10.75","-0.19","-0.35","1"
"2020/01/28 02:00:00","GINNA____","23603","9.63","-0.4","-0.78","1"
"2020/01/28 02:00:00","INDIAN POINT___2","23530","16.48","0.71","-6.51","1"
"2020/01/28 02:00:00","INDIAN POINT___3","23531","16.56","0.71","-6.6","1"
"2020/01/28 02:00:00","NINE_MILE_1","23575","9.51","-0.17","-0.42","1"
"2020/01/28 02:00:00","NINE_MILE_2","23744","9.5","-0.17","-0.42","1"
"2020/01/28 03:00:00","GINNA____","23603","9.66","-0.4","-0.7","1"
"2020/01/28 03:00:00","INDIAN POINT___2","23530","15.95","0.72","-5.87","1"
"2020/01/28 03:00:00","INDIAN POINT___3","23531","16.03","0.72","-5.95","1"
"2020/01/28 03:00:00","NINE_MILE_1","23575","9.57","-0.17","-0.38","1"
"2020/01/28 03:00:00","NINE_MILE_2","23744","9.57","-0.17","-0.38","1"
"2020/01/28 04:00:00","GINNA____","23603","10.48","-0.44","-0.69","1"
"2020/01/28 04:00:00","INDIAN POINT___2","23530","16.76","0.77","-5.77","1"
"2020/01/28 04:00:00","INDIAN POINT___3","23531","16.84","0.77","-5.85","1"
"2020/01/28 04:00:00","NINE_MILE_1","23575","10.41","-0.18","-0.37","1"
"2020/01/28 04:00:00","NINE_MILE_2","23744","10.41","-0.18","-0.37","1"
"2020/01/28 05:00:00","GINNA____","23603","12.91","-0.53","-0.59","1"
"2020/01/28 05:00:00","INDIAN POINT___2","23530","18.71","0.96","-4.89","1"
"2020/01/28 05:00:00","INDIAN POINT___3","23531","18.77","0.96","-4.96","1"
"2020/01/28 05:00:00","NINE_MILE_1","23575","12.95","-0.22","-0.32","1"
"2020/01/28 05:00:00","NINE_MILE_2","23744","12.95","-0.22","-0.32","1"
"2020/01/28 06:00:00","GINNA____","23603","15.54","-0.72","-0.5","1"
"2020/01/28 06:00:00","INDIAN POINT___2","23530","21.36","1.4","-4.21","1"
"2020/01/28 06:00:00","INDIAN POINT___3","23531","21.41","1.39","-4.26","1"
"2020/01/28 06:00:00","NINE_MILE_1","23575","15.62","-0.41","-0.27","1"
"2020/01/28 06:00:00","NINE_MILE_2","23744","15.62","-0.41","-0.27","1"
"2020/01/28 07:00:00","GINNA____","23603","19.03","-0.73","-0.61","1"
"2020/01/28 07:00:00","INDIAN POINT___2","23530","26","1.78","-5.08","1"
"2020/01/28 07:00:00","INDIAN POINT___3","23531","26.07","1.78","-5.14","1"
"2020/01/28 07:00:00","NINE_MILE_1","23575","18.97","-0.5","-0.33","1"
"2020/01/28 07:00:00","NINE_MILE_2","23744","18.97","-0.5","-0.33","1"
"2020/01/28 08:00:00","GINNA____","23603","18.2","-0.7","-0.06","1"
"2020/01/28 08:00:00","INDIAN POINT___2","23530","21.25","1.9","-0.51","1"
"2020/01/28 08:00:00","INDIAN POINT___3","23531","21.26","1.9","-0.52","1"
"2020/01/28 08:00:00","NINE_MILE_1","23575","18.36","-0.51","-0.03","1"
"2020/01/28 08:00:00","NINE_MILE_2","23744","18.36","-0.51","-0.03","1"
"2020/01/28 09:00:00","GINNA____","23603","18.36","-0.75","0","1"
"2020/01/28 09:00:00","INDIAN POINT___2","23530","21.04","1.93","0","1"
"2020/01/28 09:00:00","INDIAN POINT___3","23531","21.02","1.91","0","1"
"2020/01/28 09:00:00","NINE_MILE_1","23575","18.59","-0.52","0","1"
"2020/01/28 09:00:00","NINE_MILE_2","23744","18.59","-0.52","0","1"
"2020/01/28 10:00:00","GINNA____","23603","18.36","-0.82","0","1"
"2020/01/28 10:00:00","INDIAN POINT___2","23530","21.12","1.94","0","1"
"2020/01/28 10:00:00","INDIAN POINT___3","23531","21.1","1.92","0","1"
"2020/01/28 10:00:00","NINE_MILE_1","23575","18.65","-0.54","0","1"
"2020/01/28 10:00:00","NINE_MILE_2","23744","18.65","-0.54","0","1"
"2020/01/28 11:00:00","GINNA____","23603","17.27","-0.78","0","1"
"2020/01/28 11:00:00","INDIAN POINT___2","23530","19.81","1.77","0","1"
"2020/01/28 11:00:00","INDIAN POINT___3","23531","19.81","1.77","0","1"
"2020/01/28 11:00:00","NINE_MILE_1","23575","17.56","-0.49","0","1"
"2020/01/28 11:00:00","NINE_MILE_2","23744","17.56","-0.49","0","1"
"2020/01/28 12:00:00","GINNA____","23603","17.14","-0.79","0","1"
"2020/01/28 12:00:00","INDIAN POINT___2","23530","19.69","1.76","0","1"
"2020/01/28 12:00:00","INDIAN POINT___3","23531","19.69","1.76","0","1"
"2020/01/28 12:00:00","NINE_MILE_1","23575","17.43","-0.5","0","1"
"2020/01/28 12:00:00","NINE_MILE_2","23744","17.43","-0.5","0","1"
"2020/01/28 13:00:00","GINNA____","23603","17.07","-0.8","0","1"
"2020/01/28 13:00:00","INDIAN POINT___2","23530","19.63","1.75","0","1"
"2020/01/28 13:00:00","INDIAN POINT___3","23531","19.61","1.73","0","1"
"2020/01/28 13:00:00","NINE_MILE_1","23575","17.39","-0.48","0","1"
"2020/01/28 13:00:00","NINE_MILE_2","23744","17.39","-0.48","0","1"
"2020/01/28 14:00:00","GINNA____","23603","17.04","-0.82","-0.03","1"
"2020/01/28 14:00:00","INDIAN POINT___2","23530","19.88","1.77","-0.28","1"
"2020/01/28 14:00:00","INDIAN POINT___3","23531","19.88","1.77","-0.29","1"
"2020/01/28 14:00:00","NINE_MILE_1","23575","17.35","-0.5","-0.02","1"
"2020/01/28 14:00:00","NINE_MILE_2","23744","17.35","-0.5","-0.02","1"
"2020/01/28 15:00:00","GINNA____","23603","17.1","-0.82","-0.07","1"
"2020/01/28 15:00:00","INDIAN POINT___2","23530","20.24","1.79","-0.6","1"
"2020/01/28 15:00:00","INDIAN POINT___3","23531","20.25","1.79","-0.61","1"
"2020/01/28 15:00:00","NINE_MILE_1","23575","17.39","-0.5","-0.04","1"
"2020/01/28 15:00:00","NINE_MILE_2","23744","17.39","-0.5","-0.04","1"
"2020/01/28 16:00:00","GINNA____","23603","19.24","-0.93","-0.05","1"
"2020/01/28 16:00:00","INDIAN POINT___2","23530","22.53","2.03","-0.38","1"
"2020/01/28 16:00:00","INDIAN POINT___3","23531","22.53","2.03","-0.38","1"
"2020/01/28 16:00:00","NINE_MILE_1","23575","19.58","-0.56","-0.02","1"
"2020/01/28 16:00:00","NINE_MILE_2","23744","19.58","-0.56","-0.02","1"
"2020/01/28 17:00:00","GINNA____","23603","24.5","-1.18","0","1"
"2020/01/28 17:00:00","INDIAN POINT___2","23530","28.14","2.47","0","1"
"2020/01/28 17:00:00","INDIAN POINT___3","23531","28.12","2.44","0","1"
"2020/01/28 17:00:00","NINE_MILE_1","23575","24.99","-0.69","0","1"
"2020/01/28 17:00:00","NINE_MILE_2","23744","24.99","-0.69","0","1"
"2020/01/28 18:00:00","GINNA____","23603","23.35","-1.13","0","1"
"2020/01/28 18:00:00","INDIAN POINT___2","23530","26.81","2.33","0","1"
"2020/01/28 18:00:00","INDIAN POINT___3","23531","26.78","2.3","0","1"
"2020/01/28 18:00:00","NINE_MILE_1","23575","23.82","-0.66","0","1"
"2020/01/28 18:00:00","NINE_MILE_2","23744","23.82","-0.66","0","1"
"2020/01/28 19:00:00","GINNA____","23603","21.64","-1.09","0","1"
"2020/01/28 19:00:00","INDIAN POINT___2","23530","24.98","2.25","0","1"
"2020/01/28 19:00:00","INDIAN POINT___3","23531","24.98","2.25","0","1"
"2020/01/28 19:00:00","NINE_MILE_1","23575","22.09","-0.64","0","1"
"2020/01/28 19:00:00","NINE_MILE_2","23744","22.09","-0.64","0","1"
"2020/01/28 20:00:00","GINNA____","23603","18.19","-0.97","-0.19","1"
"2020/01/28 20:00:00","INDIAN POINT___2","23530","22.5","1.94","-1.6","1"
"2020/01/28 20:00:00","INDIAN POINT___3","23531","22.5","1.91","-1.62","1"
"2020/01/28 20:00:00","NINE_MILE_1","23575","18.54","-0.53","-0.1","1"
"2020/01/28 20:00:00","NINE_MILE_2","23744","18.54","-0.53","-0.1","1"
"2020/01/28 21:00:00","GINNA____","23603","17.01","-0.87","-0.16","1"
"2020/01/28 21:00:00","INDIAN POINT___2","23530","20.92","1.84","-1.36","1"
"2020/01/28 21:00:00","INDIAN POINT___3","23531","20.92","1.82","-1.38","1"
"2020/01/28 21:00:00","NINE_MILE_1","23575","17.3","-0.5","-0.09","1"
"2020/01/28 21:00:00","NINE_MILE_2","23744","17.3","-0.5","-0.09","1"
"2020/01/28 22:00:00","GINNA____","23603","15.65","-0.82","-0.1","1"
"2020/01/28 22:00:00","INDIAN POINT___2","23530","18.81","1.64","-0.8","1"
"2020/01/28 22:00:00","INDIAN POINT___3","23531","18.8","1.62","-0.81","1"
"2020/01/28 22:00:00","NINE_MILE_1","23575","16","-0.43","-0.05","1"
"2020/01/28 22:00:00","NINE_MILE_2","23744","16","-0.43","-0.05","1"
"2020/01/28 23:00:00","GINNA____","23603","12.73","-0.6","-0.61","1"
"2020/01/28 23:00:00","INDIAN POINT___2","23530","18.92","1.13","-5.07","1"
"2020/01/28 23:00:00","INDIAN POINT___3","23531","18.99","1.13","-5.14","1"
"2020/01/28 23:00:00","NINE_MILE_1","23575","12.78","-0.27","-0.33","1"
"2020/01/28 23:00:00","NINE_MILE_2","23744","12.78","-0.27","-0.33","1"
"2020/01/29 00:00:00","GINNA____","23603","12.63","-0.53","-0.49","1"
"2020/01/29 00:00:00","INDIAN POINT___2","23530","17.77","1.08","-4.02","1"
"2020/01/29 00:00:00","INDIAN POINT___3","23531","17.81","1.06","-4.07","1"
"2020/01/29 00:00:00","NINE_MILE_1","23575","12.68","-0.25","-0.26","1"
"2020/01/29 00:00:00","NINE_MILE_2","23744","12.68","-0.25","-0.26","1"
"2020/01/29 01:00:00","GINNA____","23603","11.46","-0.48","-0.6","1"
"2020/01/29 01:00:00","INDIAN POINT___2","23530","17.25","0.95","-4.96","1"
"2020/01/29 01:00:00","INDIAN POINT___3","23531","17.31","0.94","-5.03","1"
"2020/01/29 01:00:00","NINE_MILE_1","23575","11.44","-0.23","-0.32","1"
"2020/01/29 01:00:00","NINE_MILE_2","23744","11.44","-0.23","-0.32","1"
"2020/01/29 02:00:00","GINNA____","23603","11.28","-0.48","-0.6","1"
"2020/01/29 02:00:00","INDIAN POINT___2","23530","17.01","0.92","-4.93","1"
"2020/01/29 02:00:00","INDIAN POINT___3","23531","17.07","0.9","-5","1"
"2020/01/29 02:00:00","NINE_MILE_1","23575","11.25","-0.23","-0.32","1"
"2020/01/29 02:00:00","NINE_MILE_2","23744","11.25","-0.23","-0.32","1"
"2020/01/29 03:00:00","GINNA____","23603","11.23","-0.48","-0.55","1"
"2020/01/29 03:00:00","INDIAN POINT___2","23530","16.64","0.92","-4.56","1"
"2020/01/29 03:00:00","INDIAN POINT___3","23531","16.69","0.9","-4.62","1"
"2020/01/29 03:00:00","NINE_MILE_1","23575","11.22","-0.23","-0.3","1"
"2020/01/29 03:00:00","NINE_MILE_2","23744","11.22","-0.23","-0.3","1"
"2020/01/29 04:00:00","GINNA____","23603","11.99","-0.5","-0.54","1"
"2020/01/29 04:00:00","INDIAN POINT___2","23530","17.37","0.97","-4.45","1"
"2020/01/29 04:00:00","INDIAN POINT___3","23531","17.42","0.96","-4.51","1"
"2020/01/29 04:00:00","NINE_MILE_1","23575","12.01","-0.24","-0.29","1"
"2020/01/29 04:00:00","NINE_MILE_2","23744","12.01","-0.24","-0.29","1"
"2020/01/29 05:00:00","GINNA____","23603","14.9","-0.65","-0.39","1"
"2020/01/29 05:00:00","INDIAN POINT___2","23530","19.65","1.24","-3.24","1"
"2020/01/29 05:00:00","INDIAN POINT___3","23531","19.69","1.24","-3.29","1"
"2020/01/29 05:00:00","NINE_MILE_1","23575","15.07","-0.3","-0.21","1"
"2020/01/29 05:00:00","NINE_MILE_2","23744","15.07","-0.3","-0.21","1"
"2020/01/29 06:00:00","GINNA____","23603","18.91","-0.86","-0.18","1"
"2020/01/29 06:00:00","INDIAN POINT___2","23530","22.85","1.78","-1.48","1"
"2020/01/29 06:00:00","INDIAN POINT___3","23531","22.87","1.78","-1.5","1"
"2020/01/29 06:00:00","NINE_MILE_1","23575","19.2","-0.49","-0.1","1"
"2020/01/29 06:00:00","NINE_MILE_2","23744","19.2","-0.49","-0.1","1"
"2020/01/29 07:00:00","GINNA____","23603","23.63","-1.04","0","1"
"2020/01/29 07:00:00","INDIAN POINT___2","23530","26.98","2.32","0","1"
"2020/01/29 07:00:00","INDIAN POINT___3","23531","26.98","2.32","0","1"
"2020/01/29 07:00:00","NINE_MILE_1","23575","24","-0.66","0","1"
"2020/01/29 07:00:00","NINE_MILE_2","23744","24","-0.66","0","1"
"2020/01/29 08:00:00","GINNA____","23603","21.22","-0.98","0","1"
"2020/01/29 08:00:00","INDIAN POINT___2","23530","24.37","2.18","0","1"
"2020/01/29 08:00:00","INDIAN POINT___3","23531","24.37","2.18","0","1"
"2020/01/29 08:00:00","NINE_MILE_1","23575","21.6","-0.6","0","1"
"2020/01/29 08:00:00","NINE_MILE_2","23744","21.6","-0.6","0","1"
"2020/01/29 09:00:00","GINNA____","23603","19.05","-0.71","0.02","1"
"2020/01/29 09:00:00","INDIAN POINT___2","23530","21.72","1.94","0","1"
"2020/01/29 09:00:00","INDIAN POINT___3","23531","21.7","1.92","0","1"
"2020/01/29 09:00:00","NINE_MILE_1","23575","19.25","-0.53","0","1"
"2020/01/29 09:00:00","NINE_MILE_2","23744","19.25","-0.53","0","1"
"2020/01/29 10:00:00","GINNA____","23603","18.82","-0.62","0.01","1"
"2020/01/29 10:00:00","INDIAN POINT___2","23530","21.32","1.87","0","1"
"2020/01/29 10:00:00","INDIAN POINT___3","23531","21.3","1.85","0","1"
"2020/01/29 10:00:00","NINE_MILE_1","23575","18.93","-0.52","0","1"
"2020/01/29 10:00:00","NINE_MILE_2","23744","18.93","-0.52","0","1"
"2020/01/29 11:00:00","GINNA____","23603","16.47","-0.56","0.06","1"
"2020/01/29 11:00:00","INDIAN POINT___2","23530","18.78","1.69","0","1"
"2020/01/29 11:00:00","INDIAN POINT___3","23531","18.77","1.68","0","1"
"2020/01/29 11:00:00","NINE_MILE_1","23575","16.61","-0.48","0","1"
"2020/01/29 11:00:00","NINE_MILE_2","23744","16.61","-0.48","0","1"
"2020/01/29 12:00:00","GINNA____","23603","16.02","-0.57","0.07","1"
"2020/01/29 12:00:00","INDIAN POINT___2","23530","18.34","1.68","0","1"
"2020/01/29 12:00:00","INDIAN POINT___3","23531","18.33","1.67","0","1"
"2020/01/29 12:00:00","NINE_MILE_1","23575","16.18","-0.48","0","1"
"2020/01/29 12:00:00","NINE_MILE_2","23744","16.18","-0.48","0","1"
"2020/01/29 13:00:00","GINNA____","23603","14.02","-0.46","0","1"
"2020/01/29 13:00:00","INDIAN POINT___2","23530","15.99","1.51","0","1"
"2020/01/29 13:00:00","INDIAN POINT___3","23531","15.99","1.51","0","1"
"2020/01/29 13:00:00","NINE_MILE_1","23575","14.06","-0.42","0","1"
"2020/01/29 13:00:00","NINE_MILE_2","23744","14.06","-0.42","0","1"
"2020/01/29 14:00:00","GINNA____","23603","13.91","-0.47","0","1"
"2020/01/29 14:00:00","INDIAN POINT___2","23530","15.9","1.52","0","1"
"2020/01/29 14:00:00","INDIAN POINT___3","23531","15.89","1.51","0","1"
"2020/01/29 14:00:00","NINE_MILE_1","23575","13.96","-0.42","0","1"
"2020/01/29 14:00:00","NINE_MILE_2","23744","13.96","-0.42","0","1"
"2020/01/29 15:00:00","GINNA____","23603","14.7","-0.55","0","1"
"2020/01/29 15:00:00","INDIAN POINT___2","23530","16.89","1.65","0","1"
"2020/01/29 15:00:00","INDIAN POINT___3","23531","16.88","1.63","0","1"
"2020/01/29 15:00:00","NINE_MILE_1","23575","14.76","-0.49","0","1"
"2020/01/29 15:00:00","NINE_MILE_2","23744","14.76","-0.49","0","1"
"2020/01/29 16:00:00","GINNA____","23603","18.39","-0.71","0","1"
"2020/01/29 16:00:00","INDIAN POINT___2","23530","21.26","2.16","0","1"
"2020/01/29 16:00:00","INDIAN POINT___3","23531","21.24","2.14","0","1"
"2020/01/29 16:00:00","NINE_MILE_1","23575","18.49","-0.61","0","1"
"2020/01/29 16:00:00","NINE_MILE_2","23744","18.49","-0.61","0","1"
"2020/01/29 17:00:00","GINNA____","23603","24.23","-0.88","0.09","1"
"2020/01/29 17:00:00","INDIAN POINT___2","23530","28","2.8","0","1"
"2020/01/29 17:00:00","INDIAN POINT___3","23531","28","2.8","0","1"
"2020/01/29 17:00:00","NINE_MILE_1","23575","24.43","-0.78","0","1"
"2020/01/29 17:00:00","NINE_MILE_2","23744","24.43","-0.78","0","1"
"2020/01/29 18:00:00","GINNA____","23603","22.82","-0.88","0.11","1"
"2020/01/29 18:00:00","INDIAN POINT___2","23530","26.45","2.64","0","1"
"2020/01/29 18:00:00","INDIAN POINT___3","23531","26.45","2.64","0","1"
"2020/01/29 18:00:00","NINE_MILE_1","23575","23.07","-0.74","0","1"
"2020/01/29 18:00:00","NINE_MILE_2","23744","23.07","-0.74","0","1"
"2020/01/29 19:00:00","GINNA____","23603","21.44","-0.78","0.06","1"
"2020/01/29 19:00:00","INDIAN POINT___2","23530","24.8","2.52","0","1"
"2020/01/29 19:00:00","INDIAN POINT___3","23531","24.8","2.52","0","1"
"2020/01/29 19:00:00","NINE_MILE_1","23575","21.59","-0.69","0","1"
"2020/01/29 19:00:00","NINE_MILE_2","23744","21.59","-0.69","0","1"
"2020/01/29 20:00:00","GINNA____","23603","19.65","-0.73","0","1"
"2020/01/29 20:00:00","INDIAN POINT___2","23530","22.67","2.28","0","1"
"2020/01/29 20:00:00","INDIAN POINT___3","23531","22.65","2.26","0","1"
"2020/01/29 20:00:00","NINE_MILE_1","23575","19.75","-0.63","0","1"
"2020/01/29 20:00:00","NINE_MILE_2","23744","19.75","-0.63","0","1"
"2020/01/29 21:00:00","GINNA____","23603","18.36","-0.77","0","1"
"2020/01/29 21:00:00","INDIAN POINT___2","23530","21.21","2.08","0","1"
"2020/01/29 21:00:00","INDIAN POINT___3","23531","21.19","2.07","0","1"
"2020/01/29 21:00:00","NINE_MILE_1","23575","18.53","-0.59","0","1"
"2020/01/29 21:00:00","NINE_MILE_2","23744","18.53","-0.59","0","1"
"2020/01/29 22:00:00","GINNA____","23603","16.51","-0.71","0","1"
"2020/01/29 22:00:00","INDIAN POINT___2","23530","19.02","1.81","0","1"
"2020/01/29 22:00:00","INDIAN POINT___3","23531","19.02","1.81","0","1"
"2020/01/29 22:00:00","NINE_MILE_1","23575","16.71","-0.5","0","1"
"2020/01/29 22:00:00","NINE_MILE_2","23744","16.71","-0.5","0","1"
"2020/01/29 23:00:00","GINNA____","23603","15.26","-0.76","-0.24","1"
"2020/01/29 23:00:00","INDIAN POINT___2","23530","19.33","1.61","-1.94","1"
"2020/01/29 23:00:00","INDIAN POINT___3","23531","19.35","1.61","-1.96","1"
"2020/01/29 23:00:00","NINE_MILE_1","23575","15.46","-0.44","-0.13","1"
"2020/01/29 23:00:00","NINE_MILE_2","23744","15.46","-0.44","-0.13","1"
"2020/01/30 00:00:00","GINNA____","23603","15.86","-0.71","-0.04","1"
"2020/01/30 00:00:00","INDIAN POINT___2","23530","18.32","1.47","-0.31","1"
"2020/01/30 00:00:00","INDIAN POINT___3","23531","18.3","1.46","-0.32","1"
"2020/01/30 00:00:00","NINE_MILE_1","23575","16.19","-0.36","-0.02","1"
"2020/01/30 00:00:00","NINE_MILE_2","23744","16.19","-0.36","-0.02","1"
"2020/01/30 01:00:00","GINNA____","23603","14.8","-0.62","0","1"
"2020/01/30 01:00:00","INDIAN POINT___2","23530","16.76","1.34","0","1"
"2020/01/30 01:00:00","INDIAN POINT___3","23531","16.75","1.33","0","1"
"2020/01/30 01:00:00","NINE_MILE_1","23575","15.09","-0.32","0","1"
"2020/01/30 01:00:00","NINE_MILE_2","23744","15.09","-0.32","0","1"
"2020/01/30 02:00:00","GINNA____","23603","14.4","-0.6","0","1"
"2020/01/30 02:00:00","INDIAN POINT___2","23530","16.32","1.32","0","1"
"2020/01/30 02:00:00","INDIAN POINT___3","23531","16.32","1.32","0","1"
"2020/01/30 02:00:00","NINE_MILE_1","23575","14.69","-0.32","0","1"
"2020/01/30 02:00:00","NINE_MILE_2","23744","14.69","-0.32","0","1"
"2020/01/30 03:00:00","GINNA____","23603","14.44","-0.6","0","1"
"2020/01/30 03:00:00","INDIAN POINT___2","23530","16.33","1.29","0","1"
"2020/01/30 03:00:00","INDIAN POINT___3","23531","16.33","1.29","0","1"
"2020/01/30 03:00:00","NINE_MILE_1","23575","14.72","-0.32","0","1"
"2020/01/30 03:00:00","NINE_MILE_2","23744","14.72","-0.32","0","1"
"2020/01/30 04:00:00","GINNA____","23603","15.07","-0.64","0","1"
"2020/01/30 04:00:00","INDIAN POINT___2","23530","17.05","1.33","0","1"
"2020/01/30 04:00:00","INDIAN POINT___3","23531","17.03","1.32","0","1"
"2020/01/30 04:00:00","NINE_MILE_1","23575","15.37","-0.35","0","1"
"2020/01/30 04:00:00","NINE_MILE_2","23744","15.37","-0.35","0","1"
"2020/01/30 05:00:00","GINNA____","23603","18.71","-0.92","0","1"
"2020/01/30 05:00:00","INDIAN POINT___2","23530","21.45","1.81","-0.01","1"
"2020/01/30 05:00:00","INDIAN POINT___3","23531","21.43","1.79","-0.01","1"
"2020/01/30 05:00:00","NINE_MILE_1","23575","19.19","-0.45","0","1"
"2020/01/30 05:00:00","NINE_MILE_2","23744","19.19","-0.45","0","1"
"2020/01/30 06:00:00","GINNA____","23603","20.89","-0.87","0.02","1"
"2020/01/30 06:00:00","INDIAN POINT___2","23530","23.83","2.05","0","1"
"2020/01/30 06:00:00","INDIAN POINT___3","23531","23.81","2.03","0","1"
"2020/01/30 06:00:00","NINE_MILE_1","23575","21.24","-0.54","0","1"
"2020/01/30 06:00:00","NINE_MILE_2","23744","21.24","-0.54","0","1"
"2020/01/30 07:00:00","GINNA____","23603","27.09","-0.87","0.15","1"
"2020/01/30 07:00:00","INDIAN POINT___2","23530","30.73","2.62","0","1"
"2020/01/30 07:00:00","INDIAN POINT___3","23531","30.7","2.59","0","1"
"2020/01/30 07:00:00","NINE_MILE_1","23575","27.44","-0.68","0","1"
"2020/01/30 07:00:00","NINE_MILE_2","23744","27.44","-0.68","0","1"
"2020/01/30 08:00:00","GINNA____","23603","24.47","-1.15","0","1"
"2020/01/30 08:00:00","INDIAN POINT___2","23530","28.11","2.49","0","1"
"2020/01/30 08:00:00","INDIAN POINT___3","23531","28.11","2.49","0","1"
"2020/01/30 08:00:00","NINE_MILE_1","23575","24.96","-0.67","0","1"
"2020/01/30 08:00:00","NINE_MILE_2","23744","24.96","-0.67","0","1"
"2020/01/30 09:00:00","GINNA____","23603","21.38","-0.89","0","1"
"2020/01/30 09:00:00","INDIAN POINT___2","23530","24.41","2.14","0","1"
"2020/01/30 09:00:00","INDIAN POINT___3","23531","24.39","2.12","0","1"
"2020/01/30 09:00:00","NINE_MILE_1","23575","21.73","-0.53","0","1"
"2020/01/30 09:00:00","NINE_MILE_2","23744","21.73","-0.53","0","1"
"2020/01/30 10:00:00","GINNA____","23603","19.97","-0.64","0.11","1"
"2020/01/30 10:00:00","INDIAN POINT___2","23530","22.62","1.9","0","1"
"2020/01/30 10:00:00","INDIAN POINT___3","23531","22.6","1.88","0","1"
"2020/01/30 10:00:00","NINE_MILE_1","23575","20.26","-0.46","0","1"
"2020/01/30 10:00:00","NINE_MILE_2","23744","20.26","-0.46","0","1"
"2020/01/30 11:00:00","GINNA____","23603","19.12","-0.72","0.05","1"
"2020/01/30 11:00:00","INDIAN POINT___2","23530","21.76","1.87","0","1"
"2020/01/30 11:00:00","INDIAN POINT___3","23531","21.74","1.85","0","1"
"2020/01/30 11:00:00","NINE_MILE_1","23575","19.43","-0.46","0","1"
"2020/01/30 11:00:00","NINE_MILE_2","23744","19.43","-0.46","0","1"
"2020/01/30 12:00:00","GINNA____","23603","18.42","-0.75","0.03","1"
"2020/01/30 12:00:00","INDIAN POINT___2","23530","21.01","1.82","0","1"
"2020/01/30 12:00:00","INDIAN POINT___3","23531","20.99","1.8","0","1"
"2020/01/30 12:00:00","NINE_MILE_1","23575","18.73","-0.46","0","1"
"2020/01/30 12:00:00","NINE_MILE_2","23744","18.73","-0.46","0","1"
"2020/01/30 13:00:00","GINNA____","23603","17.68","-0.68","0","1"
"2020/01/30 13:00:00","INDIAN POINT___2","23530","20.18","1.82","0","1"
"2020/01/30 13:00:00","INDIAN POINT___3","23531","20.18","1.82","0","1"
"2020/01/30 13:00:00","NINE_MILE_1","23575","17.89","-0.48","0","1"
"2020/01/30 13:00:00","NINE_MILE_2","23744","17.89","-0.48","0","1"
"2020/01/30 14:00:00","GINNA____","23603","17.59","-0.64","0","1"
"2020/01/30 14:00:00","INDIAN POINT___2","23530","20.03","1.8","0","1"
"2020/01/30 14:00:00","INDIAN POINT___3","23531","20.03","1.8","0","1"
"2020/01/30 14:00:00","NINE_MILE_1","23575","17.75","-0.47","0","1"
