hour,price
1080,23.50043927
1081,74.46101794
1082,23.27590378
1083,14.20066327
1084,7.865406743
1085,9.990486244
1086,11.70101815
1087,9.124972968
1088,11.82507734
1089,10.02651674
1090,18.86475295
1091,20.94297746
1092,21.50624634
1093,12.10172712
1094,17.32589719
1095,20.9654886
1096,18.25220414
1097,32.31160245
1098,22.58165676
1099,13.09833032
1100,22.18233521
1101,22.91876072
1102,12.83124818
1103,23.67667215
1104,16.49096191
1105,21.2928501
1106,39.07173735
1107,26.26994035
1108,30.29281644
1109,26.68552331
1110,24.96700497
1111,56.11607313
1112,23.76967901
1113,25.92314433
1114,9.159862001
1115,12.76946623
1116,12.90719537
1117,35.38536922
1118,37.1815741
1119,23.59450083
1120,16.81235942
1121,14.18372753
1122,23.09099967
1123,13.77912676
1124,19.95441631
1125,30.34435256
1126,21.92053314
1127,41.56921092
1128,20.54284628
1129,22.29390302
1130,12.47765622
1131,23.05038552
1132,18.37718025
1133,23.17985672
1134,25.62215268
1135,20.36809594
1136,13.1095227
1137,13.47896436
1138,63.52482622
1139,27.43310876
1140,23.84134538
1141,13.43947033
1142,12.86958765
1143,17.51587551
1144,25.8617885
1145,13.94398676
1146,24.78862267
1147,39.45833275
1148,19.2125754
1149,19.57119277
1150,13.49343877
1151,89.83762432
1152,21.50426657
1153,26.15316917
1154,28.57916774
1155,36.40919813
1156,27.14387346
1157,27.32579491
1158,19.69416987
1159,27.96558352
1160,29.81080159
1161,36.23767348
1162,23.17804733
1163,33.34316334
1164,22.40952296
1165,20.88264447
1166,11.32817612
1167,36.44694856
1168,19.29794259
1169,15.88506343
1170,10.50945291
1171,10.41066687
1172,24.17041924
1173,10.89002746
1174,59.30439775
1175,22.80114035
1176,12.97023714
1177,27.014806
1178,24.70960706
1179,13.96188254
1180,12.97468201
1181,36.33026815
1182,44.9484615
1183,26.81072109
1184,13.37450381
1185,30.40384244
1186,37.05485078
1187,21.70756126
1188,11.41402693
1189,21.09802257
1190,21.72710217
1191,13.77407938
1192,20.93854826
1193,49.12807128
1194,12.67907045
1195,11.79639162
1196,18.24340479
1197,25.82822567
1198,19.13390226
1199,20.56110182
1200,15.67611591
1201,14.24800621
1202,22.00207926
1203,14.03291867
1204,14.40844156
1205,12.00228032
1206,11.2167951
1207,24.24288483
1208,26.06510967
1209,19.13415163
1210,20.25183512
1211,20.36261657
1212,24.81994763
1213,20.75052325
1214,12.72664128
1215,26.54046433
1216,20.40922399
1217,21.38947764
1218,21.15311573
1219,18.90450417
1220,14.60559803
1221,27.49878976
1222,24.19389326
1223,14.16554785
1224,29.34544474
1225,32.62198683
1226,17.83881845
1227,22.08913214
1228,28.68602274
1229,23.25914639
1230,18.44637895
1231,21.87792869
1232,15.80041494
1233,14.45363702
1234,41.07032396
1235,26.75503674
1236,22.53224583
1237,12.89920858
1238,21.04431744
1239,20.85182947
1240,50.09199508
1241,19.08519449
1242,20.16311922
1243,28.07330316
1244,25.45100267
1245,24.77941065
1246,22.23327466
1247,26.74864247
1248,20.06561584
1249,20.41146224
1250,14.07550957
1251,21.53951237
1252,24.67007823
1253,19.11666059
1254,19.90637575
1255,24.72033535
1256,12.88054891
1257,22.50399504
1258,17.11942863
1259,15.62035596
1260,12.6785332
1261,19.91473159
1262,37.79236115
1263,14.19316563
1264,20.33956738
1265,19.12217035
1266,47.39689658
1267,13.59962442
1268,13.82465789
1269,14.22479923
1270,13.70563582
1271,20.8534984
1272,14.18246096
1273,22.32384753
1274,16.398353
1275,26.01343482
1276,21.04807726
1277,15.62971252
1278,19.90940777
1279,22.28696808
1280,18.62512419
1281,20.07090999
1282,16.17644587
1283,26.01551472
1284,23.05469719
1285,117.5699593
1286,26.42161157
1287,22.09219591
1288,20.9386428
1289,35.1757893
1290,21.53925771
1291,19.24835233
1292,127.8286047
1293,7.493569298
1294,20.568629
1295,19.67689741
1296,25.05422681
1297,20.78446579
1298,27.15675807
1299,20.10441006
1300,19.60037655
1301,22.52080301
1302,18.42909649
1303,22.65480067
1304,29.0682587
1305,-8.872875192
1306,25.58278331
1307,20.83516893
1308,27.25950468
1309,29.6141831
1310,52.88322612
1311,17.90920249
1312,23.29142225
1313,20.60380308
1314,16.05128598
1315,17.67237424
1316,22.89895797
1317,32.95878499
1318,20.35973314
1319,25.88040283
1320,28.1960151
1321,21.02601732
1322,30.33497769
1323,26.04022756
1324,22.66838601
1325,14.61906644
1326,20.425795
1327,19.45200958
1328,29.21558394
1329,27.14843882
1330,19.48242698
1331,20.36193841
1332,19.12246532
1333,13.03904181
1334,51.13039715
1335,21.83088
1336,63.49576579
1337,27.3888624
1338,19.16927071
1339,13.54691677
1340,21.23776239
1341,19.04522469
1342,19.09033229
1343,25.16293155
1344,33.61237339
1345,656.5426889
1346,25.27750722
1347,20.52084961
1348,20.06315438
1349,71.09346866
1350,23.15219454
1351,22.33804713
1352,25.02080525
1353,26.40584355
1354,20.40155134
1355,20.58463551
1356,25.24273178
1357,13.91373972
1358,19.62738811
1359,23.2358008
1360,20.08512244
1361,50.58613462
1362,40.57963928
1363,22.54533535
1364,23.3134255
1365,39.4277144
1366,21.74352061
1367,26.24178331
1368,19.20651477
1369,895.4218652
1370,21.48330422
1371,17.94819996
1372,19.47858632
1373,13.94926445
1374,11.71348211
1375,33.68521367
1376,26.51890415
1377,14.14569084
1378,14.08435627
1379,21.3729378
1380,22.39797752
1381,9.899451015
1382,8.287144442
1383,24.9686039
1384,20.72337077
1385,16.45637771
1386,13.02086688
1387,16.36668274
1388,25.31265968
1389,33.13832581
1390,41.13281535
1391,19.48606748
1392,22.71693408
1393,26.6980429
1394,14.3798758
1395,15.91183405
1396,19.36605629
1397,13.43505367
1398,35.01281712
1399,39.41206226
1400,20.0074145
1401,12.47107771
1402,25.83732044
1403,28.53976086
1404,19.47365659
1405,19.04456291
1406,14.00841695
1407,13.80227161
1408,34.30406117
1409,12.98819174
1410,23.81447351
1411,25.66029089
1412,7.312262867
1413,19.35865451
1414,20.37467727
1415,34.85771956
1416,16.14415244
1417,8.549330635
1418,14.00673741
1419,26.2107138
1420,22.30762413
1421,12.21834789
1422,12.00254883
1423,22.35240835
1424,23.79490242
1425,21.78416099
1426,12.87650897
1427,19.8203098
1428,21.71026976
1429,12.2190111
1430,21.72780883
1431,47.96675308
1432,21.69944385
1433,19.64998294
1434,12.10297425
1435,63.4269892
1436,14.25424764
1437,14.54734765
1438,26.33917327
1439,41.50722294
1440,18.19556428
1441,14.10639353
1442,39.62776195
1443,23.42646045
1444,21.94093393
1445,24.94795221
1446,75.57572181
1447,10.800195
1448,19.21251376
1449,8.209079781
1450,46.44673135
1451,12.96285784
1452,11.13453451
1453,10.48523671
1454,19.84298954
1455,19.11630767
1456,19.45724903
1457,11.2730573
1458,11.66484924
1459,11.87472533
1460,11.88016613
1461,12.42603632
1462,32.96977564
1463,14.79320697
1464,29.42231158
1465,13.31894444
1466,12.80108925
1467,23.83368105
1468,17.91201059
1469,43.22141039
1470,33.67675292
1471,21.10577697
1472,19.46085301
1473,21.14932617
1474,25.02705963
1475,36.11931924
1476,60.39607533
1477,25.02088094
1478,26.27798172
1479,9.719178761
1480,17.09401724
1481,49.43816258
1482,59.32064673
1483,38.58696677
1484,24.96829596
1485,26.49912156
1486,18.37421799
1487,16.28997833
1488,33.0293241
1489,26.58834613
1490,68.75781674
1491,29.72682459
1492,25.23338787
1493,57.15569786
1494,25.25649947
1495,27.4772075
1496,14.96149277
1497,18.33054914
1498,20.52119198
1499,49.09153252
1500,24.61152157
1501,26.93041521
1502,20.23830211
1503,28.24567078
1504,29.98557912
1505,43.79301032
1506,14.45384876
1507,31.82766901
1508,25.22672194
1509,24.81701687
1510,21.34758568
1511,25.80548124
1512,19.11520353
1513,24.07475582
1514,19.62188251
1515,37.19162679
1516,94.36913881
1517,26.17905938
1518,26.55088068
1519,23.54588208
1520,22.33482299
1521,34.65018605
1522,28.09860237
1523,26.14968208
1524,27.70062748
1525,10.96430206
1526,35.14911075
1527,24.08609035
1528,34.1407094
1529,45.45388101
1530,27.90986713
1531,26.43056255
1532,39.41386572
1533,24.79811862
1534,22.09413142
1535,18.93074748
1536,44.7572448
1537,17.61912577
1538,15.86161041
1539,60.22523789
1540,19.47555937
1541,19.51271794
1542,22.84669213
1543,13.79629473
1544,17.42327858
1545,24.34028055
1546,13.93479786
1547,46.48469073
1548,16.62378422
1549,20.58196558
1550,22.32740466
1551,11.77155549
1552,20.39287608
1553,26.31451313
1554,28.07992122
1555,34.30853574
1556,16.06634169
1557,23.99548966
1558,12.38616223
1559,23.05064211
1560,17.6439897
1561,22.96498831
1562,27.33932372
1563,26.03286865
1564,22.13092291
1565,20.10975964
1566,25.51948075
1567,18.92751981
1568,17.45114435
1569,20.11991331
1570,13.23843109
1571,13.47178823
1572,20.0463388
1573,22.16768719
1574,18.40659736
1575,26.14347344
1576,21.99251593
1577,12.63731813
1578,22.90016412
1579,20.02141565
1580,21.528678
1581,23.9633559
1582,19.86739918
1583,20.44484932
1584,17.32340611
1585,14.02975134
1586,17.9910888
1587,22.83202719
1588,17.11927102
1589,30.36983917
1590,19.87541895
1591,13.53064534
1592,22.58147808
1593,30.40482502
1594,21.88545384
1595,22.74816711
1596,22.72873715
1597,17.0945364
1598,21.19179205
1599,40.05612995
1600,8.456003193
1601,19.21182107
1602,22.44165541
1603,26.05782169
1604,21.26841536
1605,49.4856175
1606,13.45919618
1607,16.49487515
1608,25.80640077
1609,27.9332911
1610,22.17623359
1611,40.27495238
1612,26.47149593
1613,19.35725699
1614,18.2833624
1615,16.31093737
1616,15.1961989
1617,21.02835856
1618,22.62290257
1619,20.15198504
1620,13.79405083
1621,15.35117418
1622,14.68620162
1623,19.86379408
1624,21.7207338
1625,13.19163407
1626,13.35634702
1627,60.18603445
1628,14.05895201
1629,28.43765192
1630,18.86524683
1631,46.59198136
1632,22.68999776
1633,15.06246219
1634,10.21995368
1635,25.33389191
1636,21.77989303
1637,19.23110295
1638,23.23006777
1639,23.92529198
1640,16.01158194
1641,16.45561408
1642,24.14826988
1643,19.8445296
1644,19.20332512
1645,21.12560265
1646,26.90740702
1647,29.13518354
1648,22.88782108
1649,26.18323172
1650,14.11424625
1651,20.57320267
1652,19.8309715
1653,20.76943579
1654,25.20514116
1655,41.89933799
1656,19.80539718
1657,20.52788113
1658,30.58414472
1659,20.68120179
1660,27.0619919
1661,25.34255639
1662,20.98746677
1663,15.93823463
1664,21.00020734
1665,19.62223638
1666,19.02928877
